,Name,Price,Menu,Menu_link_re,Menu_link_ye,Review_new,Star_new,Address_new,OpenTime_new,Amentities
36,Otis,"Moderate, 11 to 30","Braised Pork Shoulder Pasta,Lamb Shank,Grilled Lamb Chops,Whole Market Fish,Duck Leg Confit,Grilled Chicken Thigh,Spaetzle,Roasted Beets,Homemade Bread & Spread",https://www.otisbk.com/menu-hours,https://www.yelp.com/menu/otis-brooklyn-2,384,5,"18 Harrison Pl\nBrooklyn, NY 11206\nMorgan Ave & Bogart St\nEast Williamsburg\n",Mon\nClosed\nTue\nClosed\nWed\n5:30 PM - 11:00 PM\nThu\n5:30 PM - 11:00 PM\nFri\n5:30 PM - 12:00 AM\nSat\n5:30 PM - 12:00 AM\nSun\n5:30 PM - 11:00 PM\n,"'Takes Reservations', 'No Delivery', 'No Takeout', 'Masks required'"
37,Blue Willow 夜来湘,,"Mapo Tofu,Malay Dry Pot,Roasted Peking Duck,Chengdu Dan Dan Noodles,Yellow Beef,Ma Ma Peppercorn Fish,Century Egg Clay Pot,Cucumber Salad Plate,Farmhouse Pork Belly",,https://www.yelp.com/menu/blue-willow-%E5%A4%9C%E6%9D%A5%E6%B9%98-new-york-2,324,4.5,"40 W 56th St\nNew York, NY 10019\n5th Ave & Avenue Of The Americas\nMidtown West\n",Mon\n11:30 AM - 10:00 PM\nTue\n11:30 AM - 10:00 PM\nWed\n11:30 AM - 10:00 PM\nThu\n11:30 AM - 10:00 PM\nFri\n11:30 AM - 10:00 PM\nSat\n12:00 PM - 10:00 PM\nSun\n12:00 PM - 10:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Proof of vaccination required', 'COVID-19 updates'"
38,The Osprey,"Moderate, 11 to 30","Hen of the Woods,Brioche French Toast,Avocado Toast,Free Range Egg Sandwich",https://www.1hotels.com/brooklyn-bridge/taste/osprey#menu,https://www.yelp.com/menu/the-osprey-brooklyn,244,4,"60 Furman St\nBrooklyn, NY 11201\nDoughty St\n",Mon\nClosed\nTue\nClosed\nWed\n5:00 PM - 10:00 PM\nThu\n5:00 PM - 10:00 PM\nFri\n5:00 PM - 11:00 PM\nSat\n11:00 AM - 11:00 PM\nSun\n11:00 AM - 10:00 PM\n,"'Takes Reservations', 'Offers Takeout', 'No Delivery', 'Masks required', 'COVID-19 updates'"
39,Gelso & Grand,"Moderate, 11 to 30","Pistachio Pesto,Meatballs,Pesto Pasta Kit for Two,Burrata,Inferno,Cacio E Pepe,Margherita,Spicy Kale Caesar,Burrata Bruschetta,Bone Marrow Bruschetta",,https://www.yelp.com/menu/gelso-and-grand-new-york,1099,4.5,"186 Grand St\nNew York, NY 10013\nBaxter St & Centre Market Pl\nLittle Italy\n",Mon\n12:00 PM - 11:00 PM\nTue\n12:00 PM - 11:00 PM\nWed\n12:00 PM - 11:00 PM\nThu\n12:00 PM - 11:00 PM\nFri\n12:00 PM - 12:00 AM\nSat\n11:00 AM - 12:00 AM\nSun\n11:00 AM - 11:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'About the Business', 'COVID-19 updates'"
40,Soothr,"Moderate, 11 to 30","Koong Karee,Mango Sticky Rice,Pad Thai,Tom Yum Noodles,Duck Noodles,Nam Tok Noodles Soup,Yai Chicken,Crab Fried Rice,Pad Si Iw,Green Curry",,https://www.yelp.com/menu/gelso-and-grand-new-york,314,4.5,"204 E 13th St\nNew York, NY 10003\n3rd Ave & 2nd Ave\nEast Village\n",Mon\n12:00 PM - 4:00 PM\n5:00 PM - 10:30 PM\nTue\n12:00 PM - 4:00 PM\n5:00 PM - 10:30 PM\nWed\n12:00 PM - 4:00 PM\n5:00 PM - 10:30 PM\nThu\n12:00 PM - 4:00 PM\n5:00 PM - 10:30 PM\nFri\n12:00 PM - 4:00 PM\n5:00 PM - 11:30 PM\nSat\n12:00 PM - 4:00 PM\n5:00 PM - 11:30 PM\nSun\n12:00 PM - 4:00 PM\n5:00 PM - 10:30 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required'"
41,Sunday in Brooklyn,"Moderate, 11 to 30","Cheddar Scramble,Avocado Toast,Egg and Sausage Sandwich,Rib Eye Steak and Eggs,Sticky Bun,Fried Chicken Sandwich,Smoked Salmon Tartine,Egg and Cheese Sandwich,Roast Beef Sandwich,Focaccia",http://www.sundayinbrooklyn.com/menus/,https://www.yelp.com/menu/sunday-in-brooklyn-brooklyn-3,963,4,"348 Wythe Ave\nBrooklyn, NY 11249\nWilliamsburg - South Side\n",Mon\n10:00 AM - 3:30 PM\n5:00 PM - 10:00 PM\nTue\n10:00 AM - 3:30 PM\n5:00 PM - 10:00 PM\nWed\n10:00 AM - 3:30 PM\n5:00 PM - 10:00 PM\nThu\n10:00 AM - 3:30 PM\n5:00 PM - 10:00 PM\nFri\n10:00 AM - 3:30 PM\n5:00 PM - 10:00 PM\nSat\n10:00 AM - 3:30 PM\n5:00 PM - 10:00 PM\nSun\n10:00 AM - 3:30 PM\n5:00 PM - 10:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Proof of vaccination required'"
42,Celestine,"Spendy, 31 to 60","Baby Kale Salad,Baba Ghannouj,Short Rib Dumplings,Short Rib Manti,Baba Ghanoush,Pennsylvania Chicken,Branzino,French Toast Casserole,Steamed Egg,Pistachio Feta Spread",https://celestinebk.com/menu,,236,4,"1 John St\nBrooklyn, NY 11201\nPearl St & Adams St\nDUMBO\n",Mon\nClosed\nTue\nClosed\nWed\n5:00 PM - 10:00 PM\nThu\n5:00 PM - 10:00 PM\nFri\n5:00 PM - 10:00 PM\nSat\n11:00 AM - 3:00 PM\n5:00 PM - 10:00 PM\nSun\n11:00 AM - 3:00 PM\n5:00 PM - 10:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'COVID-19 updates'"
43,Ruby's Cafe – East Village,"Moderate, 11 to 30","Bronte Burger,Shrimp Pasta,Fried Chicken Burger,Crispy Rice Bowl,Kale Salad,Spicy Italian Sausage,Green Eggs Bowl,Big Breakfast,Ricotta Hotcakes,Egg Sandwich",https://www.rubyscafe.com/menu,https://www.yelp.com/menu/rubys-cafe-east-village-new-york,199,4.5,"198 E 11th St\nNew York, NY 10003\n4th Ave & 3rd Ave\nEast Village\n",Mon\n9:00 AM - 11:00 PM\nTue\n9:00 AM - 11:00 PM\nWed\n9:00 AM - 11:00 PM\nThu\n9:00 AM - 11:00 PM\nFri\n9:00 AM - 11:00 PM\nSat\n9:00 AM - 11:00 PM\nSun\n9:00 AM - 11:00 PM\n,"'Offers Delivery', 'Offers Takeout', 'Masks required', 'Staff wears masks', 'About the Business', 'COVID-19 updates'"
44,Claro,"Moderate, 11 to 30",,http://places.singleplatform.com/claro/menu,https://www.yelp.com/menu/claro-brooklyn,244,4,"284 3rd Ave\nBrooklyn, NY 11215\nPresident St & 4th Ave\nGowanus\n",Mon\n2:00 PM - 5:00 PM\n5:30 PM - 9:15 PM\nTue\n2:00 PM - 5:00 PM\n5:30 PM - 9:15 PM\nWed\n2:00 PM - 5:00 PM\n5:30 PM - 9:15 PM\nThu\n2:00 PM - 5:00 PM\n5:30 PM - 9:15 PM\nFri\n2:00 PM - 5:00 PM\n5:30 PM - 9:15 PM\nSat\n11:30 AM - 5:00 PM\n5:30 PM - 9:15 PM\nSun\n11:30 AM - 5:00 PM\n5:30 PM - 9:15 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'About the Business', 'COVID-19 updates'"
45,Kimika,,"Pasta Rice Cakes,Tuna Tartare,Rice Cake Lasagna,Roe Roe Roe Spaghetti,Crispy Rice Cake,Eggplant Katsu,Summer Squash Pizza,Stuffed Shishito,Italian Sausage,Uni Pizza",,,190,4,"40 Kenmare St\nNew York, NY 10012\nMott St & Elizabeth St\nNolita, Little Italy\n",Mon\nClosed\nTue\n5:00 PM - 10:00 PM\nWed\n5:00 PM - 10:00 PM\nThu\n5:00 PM - 10:00 PM\nFri\n5:00 PM - 10:00 PM\nSat\n11:30 AM - 3:00 PM\n5:00 PM - 10:00 PM\nSun\n11:30 AM - 3:00 PM\n5:00 PM - 10:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required'"
46,Wah Fung No 1,"Cheap, Under 10","Roast Pork,BBQ Pork,Roast Duck,Char Siu,Pork Over Rice,Roast Pig,Roasted Duck Version,Duck Over Rice,Chinese BBQ,Roast Chicken",,,1647,4.5,"79 Chrystie St\nNew York, NY 10002\nCanal St & Hester St\nLower East Side\n",Mon\nClosed\nTue\n9:00 AM - 7:00 PM\nWed\n9:00 AM - 7:00 PM\nThu\n9:00 AM - 7:00 PM\nFri\n9:00 AM - 7:00 PM\nSat\n9:00 AM - 7:00 PM\nSun\n9:00 AM - 7:00 PM\n,"'No Reservations', 'Masks required', 'Staff wears masks', 'Accepts Credit Cards'"
47,Crown Shy,,"Red Snapper Crudo, Watermelon, Lemon Verbena,Satsuma Orange,Roasted Banana,Razor Clams, Charred Carrots, Lemon Thyme,Grain Salad, Baby Lettuces, Skirt Steak",https://www.crownshy.nyc/menus/,https://www.yelp.com/menu/crown-shy-new-york-2,372,4,"70 Pine St\nNew York, NY 10005\nWilliam St & Pearl St\nFinancial District\n",Mon\n5:30 PM - 12:00 AM\nTue\n5:30 PM - 12:00 AM\nWed\n5:30 PM - 12:00 AM\nThu\n5:30 PM - 12:00 AM\nFri\n5:30 PM - 12:00 AM\nSat\n5:30 PM - 12:00 AM\nSun\n5:30 PM - 12:00 AM\n,"'Takes Reservations', 'Offers Delivery', 'Masks required', 'Staff wears masks', 'COVID-19 updates'"
48,Lilia,"Spendy, 31 to 60","Sheeps Milk Cheese Filled Agnolotti,Grilled Clams,Ricotta Gnocchi,Rigatoni Diavola,Grilled Blowfish Tails,Roasted Trumpet Mushrooms,Fettuccine,Grilled Scallops,Corzetti,Spaghetti",http://www.lilianewyork.com/menu/,https://www.yelp.com/menu/lilia-brooklyn,931,4,"567 Union Ave\nBrooklyn, NY 11211\nWilliamsburg - North Side\n",Mon\n4:00 PM - 10:00 PM\nTue\n4:00 PM - 10:00 PM\nWed\n4:00 PM - 10:00 PM\nThu\n4:00 PM - 10:00 PM\nFri\n4:00 PM - 10:00 PM\nSat\n4:00 PM - 10:00 PM\nSun\n4:00 PM - 10:00 PM\n,"'Takes Reservations', 'By Appointment Only', 'Masks required', 'Staff wears masks'"
49,Westville Dumbo,"Moderate, 11 to 30","Market Plate,Kale Salad,Westville Cobb Salad,Breakfast Burrito,Buttermilk Fried Chicken Sandwich,Grilled Salmon Plate,California Benedict,Steak Sandwich,Cast Iron Turkey Burger,Baked Challah Bread French Toast",https://westvillenyc.com/menu/lunch/,https://www.yelp.com/menu/westville-dumbo-brooklyn,352,4,"81 Washington St\nBrooklyn, NY 11201\nFront St & I-278\nDUMBO\n",Mon\n11:30 AM - 3:00 PM\n5:00 PM - 9:30 PM\nTue\n11:30 AM - 3:00 PM\n5:00 PM - 9:30 PM\nWed\n11:30 AM - 3:00 PM\n5:00 PM - 9:30 PM\nThu\n11:30 AM - 3:00 PM\n5:00 PM - 9:30 PM\nFri\n11:30 AM - 3:00 PM\n5:00 PM - 9:30 PM\nSat\n10:00 AM - 4:00 PM\n5:00 PM - 9:30 PM\nSun\n10:00 AM - 4:00 PM\n5:00 PM - 9:30 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Vegan Options'"
50,Sereneco,,,,,6,5,"113 Franklin St\nBrooklyn, NY 11222\nMilton St & Greenpoint Ave\nGreenpoint\n",Mon\nClosed\nTue\n7:30 AM - 3:00 PM\n5:30 PM - 11:00 PM\nWed\n7:30 AM - 3:00 PM\n5:30 PM - 11:00 PM\nThu\n7:30 AM - 3:00 PM\n5:30 PM - 11:00 PM\nFri\n7:30 AM - 3:00 PM\n5:30 PM - 11:00 PM\nSat\n7:30 AM - 3:00 PM\n5:30 PM - 11:00 PM\nSun\n7:30 AM - 3:00 PM\n5:30 PM - 11:00 PM\n,
51,Don Angie,"Spendy, 31 to 60","Chrysanthemum Salad,Stuffed Garlic Flatbread,BBQ Calamari,Buffalo Milk Caramelle,Smoked Mussels,Garganelli Giganti,Black Cocoa Tiramisu,Stracchino Gnocchi,Chicken Scarpariello,Charred Broccoli",https://www.donangie.com/menus/#menu,,446,4.5,"103 Greenwich Ave\nNew York, NY 10014\nJane St & 12th St\nWest Village\n",Mon\n5:00 PM - 11:00 PM\nTue\n5:00 PM - 11:00 PM\nWed\n5:00 PM - 11:00 PM\nThu\n5:00 PM - 11:00 PM\nFri\n4:00 PM - 11:00 PM\nSat\n4:00 PM - 11:00 PM\nSun\n4:00 PM - 10:00 PM\n,"'Takes Reservations', 'Offers Takeout', 'No Delivery', 'Vegan Options'"
52,Carne Mare,,"Caviar,King Crab Lettuce Cups,Prime Rib,Octopus Carpaccio,Gorgonzola Wagyu,Spanish Octopus,Mushroom Marsala,Lobster Pasta,Grilled Oysters,Roast Duck",https://www.carnemare.com/menus/,,40,4.5,"89 South St\nPier 17\nNew York, NY 10038\nSouth Street Seaport\n",Mon\n5:00 PM - 10:00 PM\nTue\n5:00 PM - 10:00 PM\nWed\n5:00 PM - 10:00 PM\nThu\n5:00 PM - 10:00 PM\nFri\n5:00 PM - 10:00 PM\nSat\n5:00 PM - 10:00 PM\nSun\n5:00 PM - 10:00 PM\n,"'Takes Reservations', 'Proof of vaccination required', 'Staff wears masks', 'Accepts Credit Cards'"
53,Salt + Charcoal,"Moderate, 11 to 30","New York Strip Steak,Crab Cake,Tuna Tartare,Wagyu Beef Roll,Porterhouse Steak,Lamb Chops,Matcha Cake,Uni Wagyu Roll,Charcoal Grilled Edamame,Uni Filet Mignon",http://www.saltandcharcoal.com/dinner/,,594,4,"171 Grand St\nBrooklyn, NY 11249\nWilliamsburg - South Side, Williamsburg - North Side\n",Mon\n5:30 PM - 12:00 AM\nTue\n5:30 PM - 12:00 AM\nWed\n5:30 PM - 12:00 AM\nThu\n5:30 PM - 12:00 AM\nFri\n5:30 PM - 12:00 AM\nSat\n12:00 PM - 3:30 PM\n5:30 PM - 12:00 AM\nSun\n12:00 PM - 3:30 PM\n5:30 PM - 12:00 AM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'COVID-19 updates'"
54,Osteria Del Porto,,"Duck Breast,Burrata,Rack of Lamb,Brussel Sprouts Gratin,Snow Pea Salad,Cacio E Pepe Pasta,Risotto Frutti Di Mare Pasta",,https://www.yelp.com/menu/osteria-del-porto-new-york,27,4.5,"212 Front St\nNew York, NY 10038\nPeck Slip & Beekman St\nSouth Street Seaport\n",,"'Offers Delivery', 'Offers Takeout', 'Staff wears masks', 'Masks required'"
55,Balthazar,"Spendy, 31 to 60","Steak Frites,Duck Confit,Escargots,Onion Soup Gratinée,Eggs Benedict,Steak Tartare,Steak Au Poivre,Profiteroles,Avocado and Poached Eggs on Toast,Brioche French Toast",,https://www.yelp.com/menu/balthazar-new-york-2,3212,4,"80 Spring St\nNew York, NY 10012\nCrosby St & Broadway\nSoHo\n",Mon\n7:30 AM - 12:00 AM\nTue\n7:30 AM - 12:00 AM\nWed\n7:30 AM - 12:00 AM\nThu\n7:30 AM - 12:00 AM\nFri\n7:30 AM - 1:00 AM\nSat\n8:00 AM - 1:00 AM\nSun\n8:00 AM - 12:00 AM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Staff wears masks'"
56,Recette,,,https://www.recettebrooklyn.com/menus/,,5,5,"103 Havemeyer St\nBrooklyn, NY 11211\nHope St & Grand St\nWilliamsburg - North Side\n",,"'Full Bar', 'recettebrooklyn.com', 'Get Directions\n103 Havemeyer St Brooklyn, NY 11211', 'Is this your business?\nClaim your business to immediately update business information, respond to reviews, and more!\nClaim This Business', '', '', 'Things to do in Brooklyn', 'American Food Near Me', 'French Food Near Me', 'French Restaurants Near Me', 'Lemonade Near Me', 'Restaurants', 'Nightlife', 'Shopping', 'Show all', 'French Restaurant Brooklyn', 'Hot And New Restaurants Brooklyn', 'Search for Reservations', 'Book a Table in Brooklyn', 'Find more American (New) Restaurants near Recette', 'Find more French Restaurants near Recette', 'Frequently Asked Questions about Recette']"
57,Kopitiam,"Moderate, 11 to 30","Nasi Lemak,Kaya Toast,Butter Toast,Pan Mee,Savory Sesame Noodle,Coconut Rice,Chilled Spicy Sesame Noodles,Pandan Chicken,Iced Teh Tarik,Pulut Panggang",https://www.kopitiamnyc.com/eat,,782,4,"151 E Broadway\nNew York, NY 10002\nEast Broadway & Pike St\nLower East Side, Chinatown\n",Mon\n10:00 AM - 9:00 PM\nTue\n10:00 AM - 9:00 PM\nWed\n10:00 AM - 9:00 PM\nThu\n10:00 AM - 9:00 PM\nFri\n10:00 AM - 9:00 PM\nSat\n10:00 AM - 9:00 PM\nSun\n10:00 AM - 9:00 PM\n,"'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Masks required'"
58,Supper,"Moderate, 11 to 30","Spaghetti Al Limone,Priest Stranglers,Hazelnut Panna Cotta,Kale Gnocchi,Grilled Polenta,Cacio E Pepe,Lemon Pasta,Spaghetti Al Ragu Bolognese,Veal Meatballs,French Toast",https://www.supperrestaurant.com/deliver,,1370,4,"156 E 2nd St\nNew York, NY 10009\nAvenue B & Avenue A\nEast Village, Alphabet City\n",Mon\n4:00 PM - 12:00 AM\nTue\n4:00 PM - 12:00 AM\nWed\n4:00 PM - 12:00 AM\nThu\n4:00 PM - 12:00 AM\nFri\n4:00 PM - 1:00 AM\nSat\n11:00 AM - 1:00 AM\nSun\n11:00 AM - 12:00 AM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Staff wears masks'"
59,Les Enfants de Boheme,"Moderate, 11 to 30","Croque Madame,Duck Confit,Steak Tartare,Eggs Benedict,Baby Kale Salad,Eggs Florentine Poached Eggs,Boeuf Carottes Facon Grandmere,Les Eggs Norwegian,Slow Braised Beef,Steak and Eggs",,,279,4.5,"177 Henry St\nNew York, NY 10002\nRutgers St & Jefferson St\nLower East Side, Two Bridges\n",Mon\nClosed\nTue\nClosed\nWed\n5:00 PM - 10:30 PM\nThu\n5:00 PM - 10:30 PM\nFri\n5:00 PM - 11:00 PM\nSat\n11:00 AM - 11:00 PM\nSun\n11:00 AM - 10:30 PM\n,"'Takes Reservations', 'Offers Takeout', 'No Delivery', 'Proof of vaccination required', 'COVID-19 updates'"
60,Noodle Village,"Moderate, 11 to 30","Shrimp Wonton Noodle Soup,Braised Beef Brisket,Shrimp Wonton Soup,Black Egg W/pork Congee,Steam Shanghai Soup Dumplings,Egg Noodle In Consomme,Shrimp Dumpling Soup,Pork Congee,Steam Crab Meat Soup Dumplings,Deep Fried Fish Skin Noodle Soup",http://nynoodlevillage.com/catalog.aspx?cid=37,https://www.yelp.com/menu/noodle-village-new-york-7,1206,4,"13 Mott St\nNew York, NY 10013\nMosco St & Park Row\nChinatown, Civic Center\n",Mon\n11:00 AM - 9:30 PM\nTue\n11:00 AM - 9:30 PM\nWed\n11:00 AM - 9:30 PM\nThu\n11:00 AM - 9:30 PM\nFri\n11:00 AM - 9:30 PM\nSat\n10:30 AM - 9:30 PM\nSun\n10:30 AM - 9:30 PM\n,"'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Masks required'"
61,The Mayfly,,,,https://www.yelp.com/menu/the-mayfly-new-york,2,5,"269 E Houston St\nNew York, NY 10002\nEssex St & Avenue A\nLower East Side\n",,"'Offers Delivery', 'Offers Takeout', 'themayflynyc.com', 'Get Directions\n269 E Houston St New York, NY 10002', 'Is this your business?\nClaim your business to immediately update business information, respond to reviews, and more!\nClaim This Business', '', '', 'Things to do in New York', 'Family Restaurants Near Me', 'Find more American (Traditional) Restaurants near The Mayfly', 'Restaurants', 'Nightlife', 'Shopping', 'Show all', 'Search for Reservations', 'Book a Table in New York', 'Frequently Asked Questions about The Mayfly']"
62,Shuka,"Spendy, 31 to 60","Fried Halloumi,Whipped Feta and Pistachio,Chicken Shawarma,Chocolate Babka French Toast,Beet Hummus,Crispy Cauliflower,Olive Oil Cake,Mediterranean Plate,Fattoush Salad,Tunisian Breakfast",https://www.shukanewyork.com/menu,https://www.yelp.com/menu/shuka-new-york-3,620,4,"38 MacDougal St\nNew York, NY 10012\nSouth Village\n",Mon\n12:00 PM - 10:00 PM\nTue\n12:00 PM - 11:00 PM\nWed\n12:00 PM - 11:00 PM\nThu\n12:00 PM - 11:00 PM\nFri\n12:00 PM - 11:00 PM\nSat\n10:30 AM - 3:30 PM\n5:00 PM - 11:00 PM\nSun\n10:30 AM - 3:30 PM\n5:00 PM - 10:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required'"
63,nonono,"Spendy, 31 to 60","Short Rib,Salmon Tataki,Cream Curry Udon,Thigh,Meatball,Nori Tofu,Tori Tantan,Shio Paitan,Salmon Bruschetta Roll,Nasu Dengaku",https://www.nonononyc.com/menu/,https://www.yelp.com/menu/nonono-new-york-6,905,4,"118 Madison Ave\nNew York, NY 10016\n30th St & 31st St\nMidtown East\n",Mon\n11:30 AM - 3:00 PM\n5:00 PM - 9:15 PM\nTue\n11:30 AM - 3:00 PM\n5:00 PM - 9:15 PM\nWed\n11:30 AM - 3:00 PM\n5:00 PM - 9:15 PM\nThu\n11:30 AM - 3:00 PM\n5:00 PM - 9:45 PM\nFri\n11:30 AM - 3:00 PM\n5:00 PM - 10:15 PM\nSat\n12:00 PM - 3:00 PM\n5:00 PM - 10:15 PM\nSun\n12:00 PM - 3:00 PM\n5:00 PM - 9:15 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Proof of vaccination required', 'COVID-19 updates'"
64,1803,"Moderate, 11 to 30","Grilled Oysters,Cornmeal Fried Oysters,Fried Chicken Drumstick",https://www.1803nyc.com/covid-menu,https://www.yelp.com/menu/1803-new-york,567,4.5,"82 Reade St\nNew York, NY 10007\nTriBeCa, Civic Center\n",Mon\n12:00 PM - 10:00 PM\nTue\n12:00 PM - 10:00 PM\nWed\n12:00 PM - 10:00 PM\nThu\n12:00 PM - 10:00 PM\nFri\n12:00 PM - 10:00 PM\nSat\n12:00 PM - 10:00 PM\nSun\n12:00 PM - 8:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'COVID-19 updates'"
65,Crab House All You Can Eat Seafood,"Splurge, Above 61","Snow Crab Legs,Dungeness Crab,Sea Bass,Old Bay Shrimp,Raw Oysters,Crab Cakes,Shrimp Fried Rice,Garlic Noodles,Super Spicy Shrimp,Crab Rangoon",https://www.crabhouseny.com/seafood-buffet,,211,4.5,"135 E 55th St\nNew York, NY 10022\nLexington Ave & 3rd Ave\nMidtown East\n",Mon\n2:00 PM - 10:00 PM\nTue\n2:00 PM - 10:00 PM\nWed\n2:00 PM - 10:00 PM\nThu\n2:00 PM - 10:00 PM\nFri\n2:00 PM - 11:00 PM\nSat\n12:30 PM - 11:00 PM\nSun\n12:30 PM - 11:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Accepts Credit Cards', 'COVID-19 updates'"
66,While We Were Young,"Moderate, 11 to 30","Avocado Toast,Burrata,Bird,Tuna Tartare,Chicken Kale Salad,Spicy Chicken Dumplings,Eggs Benedict,Roasted Squash,Fried Chicken,Wild Salmon",,,380,4,"183 W 10th St\nNew York, NY 10014\nS 7th Ave & 4th St\nWest Village\n",Mon\nClosed\nTue\nClosed\nWed\n5:00 PM - 10:00 PM\nThu\n5:00 PM - 10:00 PM\nFri\n12:00 PM - 10:00 PM\nSat\n11:00 AM - 10:00 PM\nSun\n11:00 AM - 10:00 PM\n,"'Takes Reservations', 'Vegan Options', 'Many Vegetarian Options', 'Accepts Credit Cards'"
67,Her Name Is Han,"Moderate, 11 to 30","Pork Belly,Rice Cakes,Fried Chicken,Black Sesame Tofu,Pork Ribs,Creamed Corn Croquettes,Sweet and Sour Chicken,Spicy Pork,Beef Bone Noodle Soup,Fire Grilled Bulgogi",,,1385,4.5,"17 E 31st St\nNew York, NY 10016\n5th Ave & Madison Ave\nMidtown East\n",Mon\n12:00 PM - 2:30 PM\n5:30 PM - 10:00 PM\nTue\n12:00 PM - 2:30 PM\n5:30 PM - 10:00 PM\nWed\n12:00 PM - 2:30 PM\n5:30 PM - 10:00 PM\nThu\n12:00 PM - 2:30 PM\n5:30 PM - 10:00 PM\nFri\n12:00 PM - 2:30 PM\n5:30 PM - 11:00 PM\nSat\n12:00 PM - 2:30 PM\n5:30 PM - 11:00 PM\nSun\n12:00 PM - 2:30 PM\n5:30 PM - 10:00 PM\n,"'Takes Reservations', 'Proof of vaccination required', 'Staff wears masks', 'Vegan Options', 'COVID-19 updates'"
68,The Fulton,"Spendy, 31 to 60","Black Sea Bass,Red Snapper Ceviche,Yellowfin Tuna Tartare,Longevity Noodles,Long Island Fluke,Crispy Calamari Herb Salad,Crispy Fish Tacos,Shrimp Burger,Sashimi with Spicy White Ponzu,Eggs Benedict",https://www.thefulton.nyc/#menus,https://www.yelp.com/menu/the-fulton-new-york-2,276,3.5,"89 S St\nNew York, NY 10038\nSouth Street Seaport\n",Mon\n11:30 AM - 2:30 PM\n5:00 PM - 9:45 PM\nTue\n11:30 AM - 2:30 PM\n5:00 PM - 9:45 PM\nWed\n11:30 AM - 2:30 PM\n5:00 PM - 9:45 PM\nThu\n11:30 AM - 2:30 PM\n5:00 PM - 9:45 PM\nFri\n11:30 AM - 2:30 PM\n5:00 PM - 10:30 PM\nSat\n11:30 AM - 2:30 PM\n5:00 PM - 10:30 PM\nSun\n11:30 AM - 2:30 PM\n5:00 PM - 9:45 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required'"
69,Nowon,,"Chopped Cheese Rice Cakes,Legendary Burger,Dry Aged Steak Burger",,https://www.yelp.com/menu/nowon-new-york-2,159,4.5,"507 East 6th St\nNew York, NY 10009\nAvenue B & Avenue A\nEast Village, Alphabet City\n",Mon\nClosed\nTue\n6:00 PM - 11:00 PM\nWed\n6:00 PM - 11:00 PM\nThu\n6:00 PM - 11:00 PM\nFri\n6:00 PM - 11:30 PM\nSat\n6:00 PM - 11:30 PM\nSun\nClosed\n,"'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Masks required', 'COVID-19 updates'"
70,Hole In The Wall,"Moderate, 11 to 30","Chili Scrambled Eggs,Avocado Toast,Pulled Pork Benedict,Brioche French Toast,Poached Egg,Hanging Bacon Jerky,Eggs Benedict,Acai Bowl,Mushroom Toast,Wild Mushrooms",https://www.holeinthewallnyc.com/day-menu-fidi,https://www.yelp.com/menu/hole-in-the-wall-new-york-12,630,4.5,"15 Cliff St\nNew York, NY 10038\nJohn St & Fulton St\nFinancial District\n",Mon\n8:30 AM - 5:00 PM\nTue\n8:30 AM - 5:00 PM\nWed\n8:30 AM - 5:00 PM\nThu\n8:30 AM - 5:00 PM\nFri\n8:30 AM - 5:00 PM\nSat\n9:00 AM - 5:00 PM\nSun\n9:00 AM - 5:00 PM\n,"'Offers Takeout', 'No Delivery', 'Staff wears masks', 'Vegan Options', 'COVID-19 updates'"
71,Cobble Fish,,,https://www.cobblefish.net/food,,10,4.5,"89 South St\nPier 16\nNew York, NY 10038\nSouth Street Seaport\n",Mon\n4:00 PM - 11:00 PM\nTue\n4:00 PM - 11:00 PM\nWed\n4:00 PM - 11:00 PM\nThu\n11:00 AM - 12:00 AM\nFri\n11:00 AM - 1:00 AM\nSat\n11:00 AM - 1:00 AM\nSun\n11:00 AM - 11:00 PM\n,"'Takes Reservations', 'Offers Takeout', 'All staff fully vaccinated', 'Masks required'"
