,Name,Price,Review_num,Star,Address,Menu,Menu_link_re,Menu_link_ye,Time
74,La Contenta,$$,806 reviews,4.5 star rating,"['La Contenta\n806 reviews\nClaimed\n$$ Mexican, Bars, Breakfast & Brunch\nEdit\nClosed3:00 PM - 10:00 PM', '806 reviews', '', 'Menu', 'Location & Hours', '102 Norfolk St\nNew York, NY 10002\nRivington St & Delancey St\nLower East Side\nGet directions', '102 Norfolk St\nNew York, NY 10002\nRivington St & Delancey St\nLower East Side', 'Mon\n3:00 PM - 10:00 PM\nTue\n3:00 PM - 10:00 PM\nWed\n3:00 PM - 10:00 PM\nClosed now\nThu\n12:00 PM - 10:00 PM\nFri\n12:00 PM - 11:00 PM\nSat\n12:00 PM - 11:00 PM\nSun\n12:00 PM - 10:00 PM\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'COVID-19 updates', 'Ask the Community', 'Will there be live mariachi today on cinco de Mayo?', 'Unfortunately not this year because of the circumstances.\nLuis A., Business Owner  6 months ago\nView question details', 'Any happy hour? What time?', 'Yes! Here they are. http://lacontentanyc.com/location-hours/\nLuis A., Business Owner  7 months ago 1 person found this helpful\nView question details', 'lacontentanyc.com', '(212) 432-4180', 'Get Directions\n102 Norfolk St New York, NY 10002', 'Message the Business', '', 'Frequently Asked Questions about La Contenta']",['Fish Tacos\n57 Photos 165 Reviews\nTempura Fish Taco\n21 Photos 48 Reviews\nQueso Fundido\n10 Photos 48 Reviews\nCarne Asada Tacos\n11 Photos 35 Reviews\nBraised Short Ribs\n7 Photos 21 Reviews\nShrimp Enchiladas\n6 Photos 29 Reviews\nShort Rib Tacos\n6 Photos 21 Reviews\nHanger Steak\n7 Photos 19 Reviews\nHuevos Rancheros\n11 Photos 19 Reviews\nSteak Tacos\n4 Photos 25 Reviews'],http://lacontentanyc.com/menu/la-contenta/,,3:00 PM - 10:00 PM
75,Nyonya,$$,2163 reviews,4 star rating,"['Nyonya\n2163 reviews\nClaimed\n$$ Malaysian, Chinese\nEdit\nClosed11:00 AM - 10:30 PM', '2163 reviews', '', 'Menu', 'Location & Hours', '199 Grand St\nNew York, NY 10013\nMulberry St & Mott St\nLittle Italy\nGet directions', '199 Grand St\nNew York, NY 10013\nMulberry St & Mott St\nLittle Italy', 'Mon\n11:00 AM - 10:30 PM\nTue\n11:00 AM - 10:30 PM\nWed\n11:00 AM - 10:30 PM\nClosed now\nThu\n11:00 AM - 10:30 PM\nFri\n11:00 AM - 11:30 PM\nSat\n11:00 AM - 11:30 PM\nSun\n11:00 AM - 10:30 PM\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'Ask the Community', 'Is the meat here halal?', 'Sorry no halal meat\nCindy L., Business Manager  7 months ago 1 person found this helpful\nView 1 more answer', 'Is indoor dining available?', 'Yes, we do.\nCindy L., Business Manager  8 months ago\nView question details', 'ilovenyonya.com', '(212) 334-3669', 'Get Directions\n199 Grand St New York, NY 10013', '', 'Frequently Asked Questions about Nyonya']",['$6.00\nHomemade Roti Canai\n186 Photos 717 Reviews\n$11.75\nHainanese Chicken\n143 Photos 371 Reviews\n$18.50\nBeef Rendang\n52 Photos 196 Reviews\n$10.95\nSpicy Thai Chicken Rice\n27 Photos 164 Reviews\n$11.95\nClay Pot Pearl Noodle Soup\n35 Photos 139 Reviews\n$12.95\nNasi Lemak\n42 Photos 123 Reviews\n$11.95\nPrawn Mee Soup\n42 Photos 85 Reviews\n$11.95\nFamous Shredded Chicken Noodles Soup\n24 Photos 102 Reviews\n$15.95\nKang Kung Belacan\n28 Photos 64 Reviews\n$10.95\nCurried Chicken with Rice\n17 Photos 70 Reviews'],,['https://www.yelp.com/menu/nyonya-new-york'],11:00 AM - 10:30 PM
76,The Migrant Kitchen,"Middle Eastern,",40 reviews,4.5 star rating,"['The Migrant Kitchen\n40 reviews\nClaimed\nMiddle Eastern, Latin American\nEdit\nClosed11:00 AM - 10:00 PM', '40 reviews', '', 'Menu', 'Location & Hours', '55 Water St\nBrooklyn, NY 11201\nDUMBO\nGet directions', '55 Water St\nBrooklyn, NY 11201\nDUMBO', 'Mon\n11:00 AM - 10:00 PM\nTue\n11:00 AM - 10:00 PM\nWed\n11:00 AM - 10:00 PM\nClosed now\nThu\n11:00 AM - 10:00 PM\nFri\n11:00 AM - 11:00 PM\nSat\n11:00 AM - 11:00 PM\nSun\n11:00 AM - 10:00 PM\nEdit business info', 'Amenities and More', 'Offers Takeout', 'Masks required', 'Staff wears masks', 'Vegan Options', 'Ask the Community', 'Is there outdoor seating with heaters?', 'Hi Casey, yes we have plenty of heated outdoor seating all COVID safe as well. Hope to serve you soon!\nDaniel D., Business Owner  10 months ago\nView question details', 'Hi are you guys halal?', ""Hi Omar, None of our dishes are certified halal as of now. If anything changes, we'll be sure to let you know. … more\nDaniel D., Business Owner  1 year ago 6 people found this helpful\nView question details"", 'themigrantkitchennyc.com', '(917) 747-5601', 'Get Directions\n55 Water St Brooklyn, NY 11201', 'Message the Business', '', 'Frequently Asked Questions about The Migrant Kitchen']",['Fried Chicken Musakhan\n1 Photo 9 Reviews\nCrispy Chicken Musakhan\n2 Photos 6 Reviews\nPastelon Mahshi\n1 Photo 6 Reviews\nCauliflower Shawarma\n2 Photos 5 Reviews\nBucket of Chicken\n1 Photo 2 Reviews\nBrisket Empanadas\n1 Photo 1 Review\nCarnitas Shawarma\n3 Photos 1 Review\nHummus Trio\n1 Photo 1 Review\nLamb Torta\n2 Photos 1 Review\nSpiced Beef\n1 Photo 1 Review'],https://www.themigrantkitchennyc.com/menus/,,11:00 AM - 10:00 PM
77,Tasty Hand-Pulled Noodles,$$,1669 reviews,4 star rating,"['Tasty Hand-Pulled Noodles\n1669 reviews\nUnclaimed\n$$ Chinese, Noodles\nEdit\nClosed10:30 AM - 10:30 PM', '1669 reviews', '', 'Menu', 'Location & Hours', '1 Doyers St\nNew York, NY 10013\nDivision St & St James Pl\nChinatown, Civic Center\nGet directions', '1 Doyers St\nNew York, NY 10013\nDivision St & St James Pl\nChinatown, Civic Center', 'Mon\n10:30 AM - 10:30 PM\nTue\n10:30 AM - 10:30 PM\nWed\n10:30 AM - 10:30 PM\nClosed now\nThu\n10:30 AM - 10:30 PM\nFri\n10:30 AM - 10:30 PM\nSat\n10:30 AM - 10:30 PM\nSun\n10:30 AM - 10:30 PM\nEdit business info', 'Amenities and More', 'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Masks required', 'Ask the Community', 'Is there outdoor seating?', 'Yes, good outdoor seating (a few individual rooms with their own tables and air conditioning, as well as a few tables out in the open street)\nSunny H.  2 months ago\nView question details', 'Is the restrooms available?', 'Yes\nSunny H.  2 months ago\nView question details', 'tastyhandpullednoodles.com', '(212) 791-1817', 'Get Directions\n1 Doyers St New York, NY 10013', 'Is this your business?\nClaim your business to immediately update business information, respond to reviews, and more!\nClaim This Business', '', '', 'Frequently Asked Questions about Tasty Hand-Pulled Noodles']",['$12.50\nPan Fried Noodles with Fried Tofu\n44 Photos 222 Reviews\n$12.50\nPan Fried Beef Noodles\n72 Photos 173 Reviews\n$10.00\nPork Dumpling Noodle Soup\n48 Photos 108 Reviews\n$11.00\nBeef Noodle Soup\n51 Photos 133 Reviews\n$13.75\nPan Fried Roast Duck Noodles\n47 Photos 81 Reviews\n$12.00\nRoast Duck Noodle Soup\n35 Photos 80 Reviews\n$6.00\nFried Pork Vegetable Dumpling\n25 Photos 49 Reviews\n$14.50\nPan Fried House Special Noodles\n26 Photos 55 Reviews\n$13.50\nRoasted Pork and Shrimp Fried Rice\n14 Photos 32 Reviews\n$5.50\nSteam Pork Vegetable Dumpling\n12 Photos 21 Reviews'],http://tastyhandpullednoodles.com/menu,https://www.yelp.com/menu/tasty-hand-pulled-noodles-new-york,10:30 AM - 10:30 PM
78,Evil Katsu,"Japanese,",50 reviews,4.5 star rating,"['Evil Katsu\n50 reviews\nUnclaimed\nJapanese, Sandwiches, Salad\nEdit', '50 reviews', '', 'Menu', 'Location & Hours', '435 East 9th\nNew York, NY 10009\nAvenue A & 1st Ave\nEast Village, Alphabet City\nGet directions', '435 East 9th\nNew York, NY 10009\nAvenue A & 1st Ave\nEast Village, Alphabet City', 'Edit business info', 'Amenities and More', 'Offers Delivery', 'Offers Takeout', 'Ask the Community', 'evilkatsu.com', '(646) 370-3435', 'Get Directions\n435 East 9th New York, NY 10009', 'Is this your business?\nClaim your business to immediately update business information, respond to reviews, and more!\nClaim This Business', '', '', 'Frequently Asked Questions about Evil Katsu']",['$16.00\nChicken Katsu Sando\n25 Photos 16 Reviews\n$16.00\nPork Katsu Sando\n17 Photos 15 Reviews\n$7.00\nEgg Salad\n2 Photos 6 Reviews\n$16.00\nPortobello Katsu Sando\n2 Photos 2 Reviews'],https://www.evilkatsu.com/#menu,https://www.yelp.com/menu/evil-katsu-new-york,
79,Momofuku Ssam Bar,"Korean,",49 reviews,4 star rating,"['Momofuku Ssam Bar\n49 reviews\nClaimed\nKorean, Asian Fusion, Cocktail Bars\nEdit\nClosed5:00 PM - 10:00 PM\nHours updated 2 months ago', '49 reviews', 'Hours updated 2 months ago', '', 'Menu', 'Location & Hours', '89 South St\nPier 17\nNew York, NY 10038\nSouth Street Seaport\nGet directions', '89 South St\nPier 17\nNew York, NY 10038\nSouth Street Seaport', 'Mon\n5:00 PM - 10:00 PM\nTue\n5:00 PM - 10:00 PM\nWed\n5:00 PM - 10:00 PM\nClosed now\nThu\n5:00 PM - 10:00 PM\nFri\n5:00 PM - 10:00 PM\nSat\n5:00 PM - 10:00 PM\nSun\n5:00 PM - 10:00 PM\nEdit business info', 'Amenities and More', 'Takes Reservations', 'No Delivery', 'No Takeout', 'Proof of vaccination required', 'Ask the Community', 'Do they take walk-ins?', 'No answers yet. Answer this question', 'ssambar.momofuku.com', 'Get Directions\n89 South St Pier 17 New York, NY 10038', '', 'Frequently Asked Questions about Momofuku Ssam Bar']",['Popcorn Shrimp\n20 Photos 21 Reviews\nSizzling Skirt Steak Ssam\n6 Photos 7 Reviews\nNamesake Ssams Pork Belly\n3 Photos 7 Reviews\nCacio E Pepe\n4 Photos 6 Reviews\nSweet & Sour Ribs\n5 Photos 4 Reviews\nSpicy Pork Sausage Ragu\n5 Photos 4 Reviews\nKing Salmon\n4 Photos 5 Reviews\nGreen Goddess Salad\n4 Photos 4 Reviews\nSpicy Ragu Rice Cake\n6 Photos 4 Reviews\nCrispy Fish\n3 Photos 6 Reviews'],https://ssambar.momofuku.com/menu/food/,,5:00 PM - 10:00 PM
80,Sofreh,$$,307 reviews,4 star rating,"['Sofreh\n307 reviews\nClaimed\n$$ Persian/Iranian\nEdit\nClosed5:30 PM - 9:30 PM\nHours updated 2 months ago', '307 reviews', 'Hours updated 2 months ago', '', 'Menu', 'Location & Hours', '75 St Marks Ave\nBrooklyn, NY 11217\n6th Ave & 5th Ave\nProspect Heights\nGet directions', '75 St Marks Ave\nBrooklyn, NY 11217\n6th Ave & 5th Ave\nProspect Heights', 'Mon\nClosed\nTue\n5:30 PM - 9:30 PM\nWed\n5:30 PM - 9:30 PM\nClosed now\nThu\n5:30 PM - 9:30 PM\nFri\n5:30 PM - 10:00 PM\nSat\n5:30 PM - 10:00 PM\nSun\n5:30 PM - 9:30 PM\nEdit business info', 'Amenities and More', 'Takes Reservations', 'No Delivery', 'No Takeout', 'Proof of vaccination required', 'Ask the Community', ""What's the outdoor seating situation?"", 'The have outdoor seating in front and in the back! Honestly the back patio is beautiful!\nStephanie G.  30 days ago 1 person found this helpful\nView question details', 'Is the meat halal?', ""No, it's not halal\nParisa S.  3 years ago 3 people found this helpful\nView question details"", 'sofrehnyc.com', '(646) 798-1690', 'Get Directions\n75 St Marks Ave Brooklyn, NY 11217', '', 'Frequently Asked Questions about Sofreh']",['Lamb Shank\n19 Photos 54 Reviews\nHalf Chicken\n12 Photos 19 Reviews\nSmoked Eggplant\n6 Photos 21 Reviews\nCrispy Rice\n4 Photos 20 Reviews\nEggplant Spread\n6 Photos 18 Reviews\nRoasted Cauliflower\n8 Photos 14 Reviews\nTahini and Date Salad\n3 Photos 11 Reviews\nBasmati Rice\n3 Photos 13 Reviews\nBarberries\n3 Photos 12 Reviews\nPlum Chicken\n3 Photos 6 Reviews'],http://sofrehnyc.com/menu,,5:30 PM - 9:30 PM
81,LĒNA,$$,184 reviews,4.5 star rating,"['LĒNA\n184 reviews\nClaimed\n$$ French, Wine Bars, Cocktail Bars\nEdit\nClosed4:30 PM - 12:00 AM (Next day)', '184 reviews', '', 'Menu', 'Location & Hours', '137 Eldridge St\nNew York, NY 10002\nBroome St & Delancey St\nLower East Side\nGet directions', '137 Eldridge St\nNew York, NY 10002\nBroome St & Delancey St\nLower East Side', 'Mon\n4:30 PM - 12:00 AM (Next day)\nTue\n4:30 PM - 12:00 AM (Next day)\nWed\n4:30 PM - 12:00 AM (Next day)\nClosed now\nThu\n4:30 PM - 12:00 AM (Next day)\nFri\n4:30 PM - 12:00 AM (Next day)\nSat\n12:00 PM - 12:00 AM (Next day)\nSun\n12:00 PM - 12:00 AM (Next day)\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'Ask the Community', 'lena-nyc.com', '(347) 935-1897', 'Get Directions\n137 Eldridge St New York, NY 10002', '', 'Frequently Asked Questions about LĒNA']",['$32.00\nDuck Confit\n9 Photos 8 Reviews\n$15.00\nBurrata\n4 Photos 7 Reviews\n$14.00\nBitteroise\n3 Photos 7 Reviews\n$25.00\nBoeuf Bourguignon\n3 Photos 5 Reviews\n$25.00\nRoasted Octopus\n6 Photos 4 Reviews\n$13.00\nTraditional Onion Soup\n2 Photos 8 Reviews\n$18.00\nCajun Pasta\n3 Photos 4 Reviews\n$12.00\nRoasted Pork Belly\n4 Photos 3 Reviews\n$14.00\nBeet Salad\n4 Photos 4 Reviews\n$25.00\nPan Sear Foie Gras and Accoutrements\n2 Photos 4 Reviews'],http://lena-nyc.com/,https://www.yelp.com/menu/l%C4%93na-new-york-8,4:30 PM - 12:00 AM (Next day)
82,Pheasant,$$$,85 reviews,4.5 star rating,"['Pheasant\n85 reviews\nClaimed\n$$$ Mediterranean, American (New), Breakfast & Brunch\nEdit\nClosed5:00 PM - 9:00 PM\nHours updated a few days ago', '85 reviews', 'Hours updated a few days ago', '', 'Menu', 'Location & Hours', '445 Graham Ave\nBrooklyn, NY 11211\nRichardson St & Via Vespucci\nWilliamsburg - North Side\nGet directions', '445 Graham Ave\nBrooklyn, NY 11211\nRichardson St & Via Vespucci\nWilliamsburg - North Side', 'Mon\nClosed\nTue\nClosed\nWed\n5:00 PM - 9:00 PM\nClosed now\nThu\n5:00 PM - 9:00 PM\nFri\n5:00 PM - 9:30 PM\nSat\n12:00 PM - 9:30 PM\nSun\n12:00 PM - 9:30 PM\nEdit business info\nUpcoming Special Hours\nThu 2021-11-25\nClosed\nFri 2021-11-26\nClosed\nWed 2021-12-22\nClosed\nShow more', 'Amenities and More', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Proof of vaccination required', 'COVID-19 updates', 'Ask the Community', 'pheasantnyc.com', '(718) 675-5588', 'Get Directions\n445 Graham Ave Brooklyn, NY 11211', '', 'Frequently Asked Questions about Pheasant']",['Chicken Over Rice\n3 Photos 11 Reviews\nCaesar Salad\n1 Photo 9 Reviews\nRoasted Octopus\n3 Photos 6 Reviews\nScallops\n1 Photo 8 Reviews\nBurrata\n2 Photos 6 Reviews\nHeirloom Tomato Salad\n1 Photo 3 Reviews\nCrispy Anson Mills Polenta\n1 Photo 2 Reviews\nFocaccia\n2 Photos 3 Reviews\nGnocchi\n1 Photo 4 Reviews\nFluke Crudo\n1 Photo 2 Reviews'],https://www.pheasantnyc.com/menus,,5:00 PM - 9:00 PM
83,Ruby's Cafe,$$,1379 reviews,4 star rating,"[""Ruby's Cafe\n1379 reviews\nClaimed\n$$ Burgers, Coffee & Tea, Breakfast & Brunch\nEdit\nClosed9:00 AM - 11:00 PM"", '1379 reviews', '', 'Menu', 'Location & Hours', '219 Mulberry St\nNew York, NY 10012\nSpring St & Prince St\nNolita\nGet directions', '219 Mulberry St\nNew York, NY 10012\nSpring St & Prince St\nNolita', 'Mon\n9:00 AM - 11:00 PM\nTue\n9:00 AM - 11:00 PM\nWed\n9:00 AM - 11:00 PM\nClosed now\nThu\n9:00 AM - 11:00 PM\nFri\n9:00 AM - 11:00 PM\nSat\n9:00 AM - 11:00 PM\nSun\n9:00 AM - 11:00 PM\nEdit business info', 'Amenities and More', 'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Masks required', 'COVID-19 updates', 'Ask the Community', 'Do I need to make a appointment for dine in?', ""they take walk in's:)\nTaylor R.  1 year ago 1 person found this helpful\nView 1 more answer"", ""Does Ruby's still let you use their bathroom?"", 'Yes\nSimran A.  1 year ago\nView question details', 'rubyscafe.com', '(212) 925-5755', 'Get Directions\n219 Mulberry St New York, NY 10012', '', ""Frequently Asked Questions about Ruby's Cafe""]",['$11.00\nBronte\n161 Photos 408 Reviews\n$13.00\nCreamy Chicken Pasta\n58 Photos 76 Reviews\n$11.00\nFried Chicken Burger\n38 Photos 50 Reviews\n$13.00\nWhaleys\n28 Photos 69 Reviews\n$12.50\nChicken Avocado\n51 Photos 46 Reviews\n$13.00\nPesto Pasta\n20 Photos 35 Reviews\n$14.00\nLamb Ragu\n28 Photos 27 Reviews\n$13.00\nSpicy Italian Sausage\n15 Photos 28 Reviews\n$13.00\nRag Bol\n24 Photos 21 Reviews\n$10.00\nEgg Sandwich\n17 Photos 18 Reviews'],http://www.rubyscafe.com/?page_id=5,https://www.yelp.com/menu/rubys-cafe-new-york-4,9:00 AM - 11:00 PM
84,Cheeky Sandwiches,$,1268 reviews,4.5 star rating,"['Cheeky Sandwiches\n1268 reviews\nUnclaimed\n$ Sandwiches, Desserts\nEdit\nOpen7:00 AM - 9:00 PM\nHours updated 1 month ago', '1268 reviews', 'Hours updated 1 month ago', '', 'Menu', 'Location & Hours', '35 Orchard St\nNew York, NY 10002\nCanal St & Hester St\nChinatown, Lower East Side\nGet directions', '35 Orchard St\nNew York, NY 10002\nCanal St & Hester St\nChinatown, Lower East Side', 'Mon\n7:00 AM - 9:00 PM\nTue\n7:00 AM - 9:00 PM\nWed\n7:00 AM - 9:00 PM\nOpen now\nThu\n7:00 AM - 9:00 PM\nFri\n7:00 AM - 12:00 AM (Next day)\nSat\n8:00 AM - 12:00 AM (Next day)\nSun\n8:00 AM - 9:00 PM\nEdit business info', 'Amenities and More', 'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Staff wears masks', 'Ask the Community', ""What is the health rating? I don't see it being updated on yelp."", 'Because of Covid they have not come around in 2020 to give their updated letter rating.\nJessica H.  11 months ago 1 person found this helpful\nView question details', 'What time do they serve the sandwiches?', 'As soon as they open\nDerick A.  2 years ago 1 person found this helpful\nView question details', 'cheekysandwiches.com', '(646) 504-8132', 'Get Directions\n35 Orchard St New York, NY 10002', 'Is this your business?\nClaim your business to immediately update business information, respond to reviews, and more!\nClaim This Business', '', '', 'Frequently Asked Questions about Cheeky Sandwiches']",['$8.50\nChicken Sandwich\n151 Photos 436 Reviews\n$10.00\nBeef Sandwich\n19 Photos 79 Reviews\n$10.00\nPork Sandwich\n12 Photos 37 Reviews\n$9.00\nVeggie Sandwich\n1 Photo 15 Reviews'],,['https://www.yelp.com/menu/cheeky-sandwiches-new-york'],7:00 AM - 9:00 PM
85,Buvette,$$,1901 reviews,4 star rating,"['Buvette\n1901 reviews\nClaimed\n$$ French, Wine Bars, Cocktail Bars\nEdit\nClosed8:00 AM - 11:00 PM', '1901 reviews', '', 'Menu', 'Location & Hours', '42 Grove St\nNew York, NY 10014\nBedford St & Bleecker St\nWest Village\nGet directions', '42 Grove St\nNew York, NY 10014\nBedford St & Bleecker St\nWest Village', 'Mon\n8:00 AM - 11:00 PM\nTue\n8:00 AM - 11:00 PM\nWed\n8:00 AM - 11:00 PM\nClosed now\nThu\n8:00 AM - 11:00 PM\nFri\n8:00 AM - 12:00 AM (Next day)\nSat\n8:00 AM - 12:00 AM (Next day)\nSun\n8:00 AM - 11:00 PM\nEdit business info', 'Amenities and More', 'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Masks required', 'COVID-19 updates', 'Ask the Community', 'Until what time is breakfast served?', 'No answers yet. Answer this question', 'Is it hard to get a table for 4 on the weekends?', 'Yes - you can call ahead and see what the wait is like; there is seating at the bar but even that is busy!\nTherese H.  2 years ago 3 people found this helpful\nView 1 more answer', 'ilovebuvette.com', '(212) 255-3590', 'Get Directions\n42 Grove St New York, NY 10014', '', 'Frequently Asked Questions about Buvette']",[''],http://ilovebuvette.com/,https://www.yelp.com/menu/buvette-new-york,8:00 AM - 11:00 PM
86,Upstate Craft Beer & Oyster Bar,$$,1934 reviews,4.5 star rating,"['Upstate Craft Beer & Oyster Bar\n1934 reviews\nClaimed\n$$ Seafood\nEdit\nClosed5:00 PM - 9:30 PM', '1934 reviews', '', 'Menu', 'Most mentioned dishes', 'Location & Hours', '95 1st Ave\nNew York, NY 10003\nEast Village\nGet directions', '95 1st Ave\nNew York, NY 10003\nEast Village', 'Mon\nClosed\nTue\n5:00 PM - 9:30 PM\nWed\n5:00 PM - 9:30 PM\nClosed now\nThu\n5:00 PM - 9:30 PM\nFri\n5:00 PM - 10:00 PM\nSat\n5:00 PM - 10:00 PM\nSun\n5:00 PM - 9:30 PM\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Masks required', 'Staff wears masks', 'Limited Vegetarian Options', 'About the Business', 'COVID-19 updates', 'Ask the Community', ""Your website says you accept reservations via Yelp, but I don't see any way to do this. Are you no longer taking reservations? (Asked during the Covid-19 pandemic)"", 'Hi Susan - for the moment, we have put reservations on hold as we just reopened and temporarily removed any reservation functionality on our site while we are trying to navigate all the restrictions and requirements the city has imposed on… more\nShane C., Business Owner  1 year ago\nView question details', '1.Do you serve the Happy Hour special at a table or only at the bar? 2. If only at the bar, how can we also reserve (on the app) a table for right after our bar seating?', 'Happy Hour seating is the entire restaurant. cheers shane\nShane C., Business Owner  2 years ago 1 person found this helpful\nView question details', 'upstatenyc.com', '(646) 791-5400', 'Get Directions\n95 1st Ave New York, NY 10003', '', 'Things to do in New York', 'Red Lobster Near Me', 'Seafood Near Me', 'Happy Hour Oysters New York', 'Oyster Bars New York', 'Oyster Happy Hour New York', 'Restaurants', 'Nightlife', 'Shopping', 'Show all', 'Search for Reservations', 'Book a Table in New York', 'Find more Seafood Restaurants near Upstate Craft Beer & Oyster Bar', 'Frequently Asked Questions about Upstate Craft Beer & Oyster Bar']",['$13.00\nCrab Cakes\n60 Photos 246 Reviews\n$15.00\nFettuccine with Clams\n68 Photos 206 Reviews\n$13.00\nSquid Salad\n39 Photos 91 Reviews\n$15.00\nBeer Steamed Mussels or Clams\n15 Photos 62 Reviews\n$14.00\nHouse-cured Salmon\n17 Photos 40 Reviews\n$12.00\nSalmon Tartar\n12 Photos 39 Reviews\n$15.00\nSea Urchin\n9 Photos 39 Reviews'],,['https://www.yelp.com/menu/upstate-craft-beer-and-oyster-bar-new-york-4'],5:00 PM - 9:30 PM
