Recipe,Amount,Unit,Ingredient
rancho-gordo-heirloom-bean-and-mushroom-carnitas-casserole,0.0,236.6,canned whole peeled tomatoes
rancho-gordo-heirloom-bean-and-mushroom-carnitas-casserole,3.0,-1.0,garlic
rancho-gordo-heirloom-bean-and-mushroom-carnitas-casserole,1.5,14.8,fresh thyme
rancho-gordo-heirloom-bean-and-mushroom-carnitas-casserole,0.5,14.8,fine-grain sea salt
rancho-gordo-heirloom-bean-and-mushroom-carnitas-casserole,8.0,-1.0,fresh mozzarella balls (bocconcini)
mushroom-scallion-tartine,12.0,28.4,fresh mushrooms
mushroom-scallion-tartine,3.0,14.8,extra virgin olive oil
mushroom-scallion-tartine,0.0,-1.0,salt and pepper
mushroom-scallion-tartine,2.0,-1.0,bunches of scallions
mushroom-scallion-tartine,4.0,-1.0,large slices of hearty
mushroom-scallion-tartine,1.0,236.6,Poblano Yogurt* (recipe below)
mushroom-scallion-tartine,1.0,236.6,cooked lentils
vegetarian-split-pea-soup,1.0,14.8,extra virgin olive oil
vegetarian-split-pea-soup,2.0,-1.0,large onions
vegetarian-split-pea-soup,1.0,14.8,fine-grain sea salt
vegetarian-split-pea-soup,2.0,236.6,dried split green peas
vegetarian-split-pea-soup,5.0,236.6,water
vegetarian-split-pea-soup,0.0,-1.0,juice of 1 lemon (reserve the zest)
vegetarian-split-pea-soup,0.0,-1.0,To finish: a few pinches of smoked paprika
green-rice,1.0,236.6,tightly packed spinach leaves
green-rice,1.0,236.6,tightly packed kale leaves
green-rice,1.5,236.6,vegetable stock or water
green-rice,2.0,14.8,full-fat coconut milk or cashew cream*
green-rice,1.0,14.8,kosher salt
green-rice,1.0,236.6,long-grain white rice
green-rice,1.0,14.8,extra-virgin olive oil
green-rice,0.5,236.6,finely diced yellow onions
green-rice,0.5,236.6,diced green peppers
green-rice,3.0,-1.0,garlic
sparkling-cranberries-recipe,2.0,236.6,cranberries
sparkling-cranberries-recipe,2.0,236.6,water
sparkling-cranberries-recipe,2.0,236.6,sugar
sparkling-cranberries-recipe,0.0,-1.0,More sugar for coating: I do a mix of medium-grained organic sugar for the first coating
hazelnut-chard-ravioli-salad,1.0,453.6,raviolis (see headnotes)
hazelnut-chard-ravioli-salad,3.0,14.8,extra virgin olive oil
hazelnut-chard-ravioli-salad,0.0,-1.0,fine grain sea salt
hazelnut-chard-ravioli-salad,2.0,-1.0,small yellow onions
hazelnut-chard-ravioli-salad,2.0,236.6,of chopped swiss chard or kale
hazelnut-chard-ravioli-salad,2.0,14.8,fresh lemon juice
hazelnut-chard-ravioli-salad,0.6,236.6,hazelnuts
hazelnut-chard-ravioli-salad,0.25,236.6,chives
vibrant-tasty-green-beans-recipe,4.0,-1.0,leeks (or one bunch of scallions)
vibrant-tasty-green-beans-recipe,0.3,236.6,fresh dill
vibrant-tasty-green-beans-recipe,0.75,453.6,green beans
vibrant-tasty-green-beans-recipe,0.0,-1.0,extra-virgin olive oil
vibrant-tasty-green-beans-recipe,0.0,-1.0,fine-grain sea salt
apple-salad,0.25,14.8,fine grain sea salt
apple-salad,12.0,-1.0,rosemary leaves
apple-salad,1.0,-1.0,medium garlic clove
apple-salad,1.0,14.8,sugar
apple-salad,0.5,236.6,/ 120 ml crème fraîche (or sour cream)
apple-salad,2.5,14.8,white wine vinegar
apple-salad,0.0,-1.0,freshly ground black pepper to taste
apple-salad,3.0,-1.0,large celery stalks
apple-salad,2.0,-1.0,crisp heirloom apples
apple-salad,4.0,-1.0,handfuls arugula
apple-salad,0.3,236.6,toasted hazelnuts
vegan-sushi,2.0,236.6,cooked Japanese-style
vegan-sushi,2.0,236.6,whole-grain rice blend (for ex: brown rice & quinoa blend)
vegan-sushi,8.0,28.4,extra-firm tofu
vegan-sushi,1.0,14.8,soy sauce or tamari
vegan-sushi,2.0,14.8,sesame chili oil
vegan-sushi,4.0,-1.0,8x8-inch nori sheets
vegan-sushi,2.0,-1.0,dozen baked sweet potato fries
vegan-sushi,1.0,-1.0,medium
vegan-sushi,1.0,236.6,of kale chips
steaming-vegetables,0.0,-1.0,a sampling of seasonal vegetables
steaming-vegetables,0.0,-1.0,flaky sea salt
steaming-vegetables,0.0,-1.0,to finish: good olive oil
pumpkin-and-rice-soup-recipe,2.0,14.8,unsalted butter
pumpkin-and-rice-soup-recipe,1.0,-1.0,medium onion
pumpkin-and-rice-soup-recipe,1.0,-1.0,large shallot
pumpkin-and-rice-soup-recipe,0.5,-1.0,serrano chile
pumpkin-and-rice-soup-recipe,0.0,-1.0,fine grain sea salt
pumpkin-and-rice-soup-recipe,1.5,453.6,pumpkin/squash flesh
pumpkin-and-rice-soup-recipe,1.0,14.8,fresh ginger juice
pumpkin-and-rice-soup-recipe,0.0,-1.0,cooked brown rice
homemade-bouillon-recipe,5.0,28.4,/ 150 g leeks
homemade-bouillon-recipe,7.0,28.4,/ 200g fennel bulb
homemade-bouillon-recipe,7.0,28.4,/ 200g carrot
homemade-bouillon-recipe,3.5,28.4,/ 100 g celery
homemade-bouillon-recipe,3.5,28.4,/ 100g celery root (celeriac)
homemade-bouillon-recipe,1.0,28.4,/ 30g sun-dried tomatoes
homemade-bouillon-recipe,3.5,28.4,/ 100g shallots
homemade-bouillon-recipe,3.0,-1.0,medium garlic cloves
homemade-bouillon-recipe,9.0,28.4,/ 250g fine grain sea salt
homemade-bouillon-recipe,1.5,28.4,/ 40 g flat-leaf parsley
homemade-bouillon-recipe,2.0,28.4,/ 60g cilantro (coriander)
shredded-brussels-sprouts,1.0,-1.0, crisp apple
shredded-brussels-sprouts,1.0,-1.0,lemon
shredded-brussels-sprouts,4.0,28.4,extra-firm tofu cut into tiny-inch cubes (see photo)
shredded-brussels-sprouts,0.0,-1.0,a couple pinches of fine-grain sea salt
shredded-brussels-sprouts,0.0,-1.0,a couple splashes of olive oil
shredded-brussels-sprouts,2.0,-1.0,medium cloves garlic
shredded-brussels-sprouts,0.0,-1.0,a scant tablespoon of maple syrup
shredded-brussels-sprouts,0.3,236.6,pine nuts
shredded-brussels-sprouts,12.0,28.4,(3/4 pound) Brussels sprouts
easy-little-bread-recipe,1.25,236.6,/ 300 ml warm water (105-115F)
easy-little-bread-recipe,2.0,14.8,active dry yeast (one packet)
easy-little-bread-recipe,1.0,14.8,runny honey
easy-little-bread-recipe,1.0,236.6,/ 4.5 oz / 125 g unbleached all-purpose flour
easy-little-bread-recipe,1.0,236.6,/ 5 oz / 140 g whole wheat flour
easy-little-bread-recipe,1.0,236.6,/ 3.5 oz / 100 g rolled oats (not instant oats)
easy-little-bread-recipe,1.5,14.8,fine grain sea salt
easy-little-bread-recipe,2.0,14.8,butter
fresh-mint-chip-frozen-yogurt,1.0,236.6,fresh mint leaves
fresh-mint-chip-frozen-yogurt,1.0,236.6,/ 240 ml heavy cream
fresh-mint-chip-frozen-yogurt,0.5,236.6,plus 2 tablespoons / 130 ml brown rice syrup
fresh-mint-chip-frozen-yogurt,0.0,-1.0,Scant 1/2 teaspoon peppermint extract
fresh-mint-chip-frozen-yogurt,2.0,236.6,/ 480 ml whole-milk Greek yogurt
fresh-mint-chip-frozen-yogurt,2.0,28.4,good quality dark chocolate
how-to-cook-beans,1.0,453.6,dried cranberry or cannellini beans
how-to-cook-beans,6.0,236.6,water
how-to-cook-beans,0.3,236.6,extra-virgin olive oil
how-to-cook-beans,5.0,-1.0,garlic
how-to-cook-beans,7.0,-1.0,medium sage leaves (or thyme sprigs)
how-to-cook-beans,0.5,14.8,red pepper flakes
how-to-cook-beans,0.0,-1.0,Scant 1 teaspoon fine grain sea salt
roasted-tomato-sourdough-soup,1.5,453.6,ripe tomatoes
roasted-tomato-sourdough-soup,1.0,-1.0,onion
roasted-tomato-sourdough-soup,4.0,-1.0,garlic cloves
roasted-tomato-sourdough-soup,3.0,14.8,extra virgin olive oil
roasted-tomato-sourdough-soup,0.25,-1.0,fine grain sea salt
roasted-tomato-sourdough-soup,0.0,-1.0,scant 1/2 teaspoon cayenne pepper
roasted-tomato-sourdough-soup,4.0,28.4,day-old sourdough bread
roasted-tomato-sourdough-soup,1.0,236.6,cooked chickpeas
vegan-recipes,0.25,236.6,tahini
vegan-recipes,2.0,-1.0,garlic
vegan-recipes,0.0,-1.0,big squeeze of fresh lemon juice
vegan-recipes,5.0,14.8,water
vegan-recipes,0.0,-1.0,salt to taste
vegan-recipes,1.0,-1.0,bunch of broccoli
vegan-recipes,2.0,236.6,turmeric chickpeas
vegan-recipes,1.0,-1.0,bunch of chives
vegan-recipes,0.25,236.6,toasted pinenuts
vegan-recipes,5.0,-1.0,big handfuls of arugula
vegan-recipes,2.0,14.8,extra virgin olive oil
tomato-tart,3.0,-1.0,medium yellow onions
tomato-tart,2.0,14.8,extra-virgin olive oil
tomato-tart,0.0,-1.0,fine grain sea salt
tomato-tart,3.0,14.8,cooked red or black quinoa*
tomato-tart,0.5,236.6,/ 70g rye flour
tomato-tart,0.5,236.6,/ 65g all-purpose flour
tomato-tart,0.0,-1.0,heaping 1/4 teaspoon fine grain salt
tomato-tart,6.0,14.8,unsalted butter
tomato-tart,4.0,14.8,ice water
tomato-tart,0.0,-1.0,ripe tomatoes sliced 1/4-inch thick
tomato-tart,1.0,-1.0,egg
chia-pudding,5.0,14.8,chia seeds
chia-pudding,0.5,236.6,mango puree
chia-pudding,0.75,236.6,almond or oat milk
chia-pudding,0.0,0.23,of good salt
rice-noodle-stir-fry-recipe,4.0,28.4,wide rice noodles or big square “rice flake” noodles
rice-noodle-stir-fry-recipe,1.0,-1.0,serrano pepper
rice-noodle-stir-fry-recipe,0.3,236.6,rice or white wine vinegar
rice-noodle-stir-fry-recipe,2.0,14.8,soy sauce
rice-noodle-stir-fry-recipe,4.0,28.4,extra firm tofu
rice-noodle-stir-fry-recipe,2.0,14.8,of a favorite chile oil
rice-noodle-stir-fry-recipe,2.0,14.8,oil
rice-noodle-stir-fry-recipe,0.5,-1.0,onion
rice-noodle-stir-fry-recipe,1.0,-1.0,head of broccoli
rice-noodle-stir-fry-recipe,0.3,236.6,well-toasted cashews (or peanuts)
refried-beans,1.0,453.6,dried pinto beans
refried-beans,0.0,-1.0,fine grain sea salt
refried-beans,0.3,236.6,extra virgin olive oil
refried-beans,1.0,-1.0,medium onion
refried-beans,1.0,14.8,smoked paprika
refried-beans,2.0,14.8,freshly squeezed lemon juice
pad-thai-recipe,6.0,28.4,dried rice noodles
pad-thai-recipe,1.5,14.8,dried turmeric powder
pad-thai-recipe,3.0,14.8,white vinegar
pad-thai-recipe,3.0,14.8,sugar
pad-thai-recipe,2.0,14.8,"""vegetarian """"fish"""" sauce or soy sauce"""
pad-thai-recipe,2.0,14.8,sunflower oil
pad-thai-recipe,1.0,-1.0,bunch of broccolini
pad-thai-recipe,6.0,28.4,extra-firm tofu
pad-thai-recipe,1.0,-1.0,egg
pad-thai-recipe,0.75,236.6,bean sprouts or diced celery
pad-thai-recipe,0.3,236.6,roasted peanuts
pad-thai-recipe,3.0,-1.0,green onions
pad-thai-recipe,2.0,-1.0,limes
coleslaw-recipe,1.5,236.6,unsalted raw peanuts
coleslaw-recipe,0.5,-1.0,of a medium-large cabbage
coleslaw-recipe,1.0,-1.0,basket of tiny cherry tomatoes
coleslaw-recipe,1.0,-1.0,jalapeno chile
coleslaw-recipe,0.75,236.6,cilantro
coleslaw-recipe,0.25,236.6,freshly squeezed lime juice
coleslaw-recipe,2.0,14.8,olive oil
coleslaw-recipe,0.25,14.8,+ fine-grain sea salt
coleslaw-recipe,0.0,-1.0,honey
pasta-with-creamy-crushed-walnuts,2.0,236.6,toasted walnuts
pasta-with-creamy-crushed-walnuts,4.0,-1.0,garlic
pasta-with-creamy-crushed-walnuts,1.0,453.6,dried pasta (a short shape)
pasta-with-creamy-crushed-walnuts,0.0,-1.0,Juice and zest of one lemon
pasta-with-creamy-crushed-walnuts,0.5,236.6,freshly grated Parmesan cheese
pasta-with-creamy-crushed-walnuts,0.0,-1.0,Lots of freshly ground black pepper
falafel-bowl-recipe,1.0,453.6,/ 16 ounces spinach or kale
falafel-bowl-recipe,2.0,-1.0,eggs
falafel-bowl-recipe,5.0,-1.0,garlic
falafel-bowl-recipe,1.0,236.6,cooked chickpeas
falafel-bowl-recipe,1.0,236.6,breadcrumbs
falafel-bowl-recipe,0.5,236.6,/ 20g grated Parmesan
falafel-bowl-recipe,1.0,14.8,baking powder
falafel-bowl-recipe,0.25,-1.0,+ teaspoon fine grain sea salt
falafel-bowl-recipe,0.0,-1.0,zest of one lemon
falafel-bowl-recipe,0.0,-1.0,3-4 green falafel / beet hummus / toasted pita wedges / roasted carrots / chop salad (kale
oven-fries,6.0,-1.0,large waxy-skinned potatoes
oven-fries,3.0,-1.0,garlic
oven-fries,0.5,14.8,smoked paprika
oven-fries,1.0,14.8,paprika
oven-fries,0.25,236.6,extra-virgin olive oil
oven-fries,2.0,14.8,fine semolina
oven-fries,0.5,14.8,fine grain sea salt
oven-fries,0.0,-1.0,freshly ground pepper
farro-and-bean-soup,1.0,453.6,dried beans
farro-and-bean-soup,0.25,236.6,extra-virgin olive oil
farro-and-bean-soup,1.0,-1.0,yellow or white onion
farro-and-bean-soup,2.0,-1.0,stalks celery
farro-and-bean-soup,1.0,14.8,fine grain sea salt
farro-and-bean-soup,28.0,28.4,can whole
farro-and-bean-soup,1.0,-1.0,medium carrot
farro-and-bean-soup,3.0,-1.0,medium waxy new potatoes
farro-and-bean-soup,2.0,236.6,pearled farro
farro-and-bean-soup,6.0,-1.0,big handfuls of chopped cabbage
guacamole,1.0,-1.0,medium garlic clove
guacamole,0.5,14.8,salt
guacamole,4.0,-1.0,ripe avocados
guacamole,0.5,-1.0,medium white onion
guacamole,0.0,-1.0,a squeeze of fresh lime juice
how-to-cook-artichokes,0.0,-1.0,Artichokes
how-to-cook-artichokes,1.0,-1.0,lemon
how-to-cook-artichokes,0.0,-1.0,Extra virgin olive oil or clarified butter
how-to-cook-artichokes,0.0,-1.0,sea salt
no-bake-chocolate-cake-recipe,0.0,-1.0,butter
no-bake-chocolate-cake-recipe,8.0,28.4,/ 225 g 70% chocolate
no-bake-chocolate-cake-recipe,8.0,28.4,/ 225 g heavy cream
no-bake-chocolate-cake-recipe,0.25,14.8,fine grain salt
pumpkin-and-feta-muffins,1.0,14.8,unsalted butter
pumpkin-and-feta-muffins,2.0,14.8,extra-virgin olive oil
pumpkin-and-feta-muffins,2.0,236.6,/ 9 oz / 255g cubed pumpkin or butternut squash
pumpkin-and-feta-muffins,0.0,-1.0,salt and pepper to taste
pumpkin-and-feta-muffins,1.0,-1.0,large handful of baby spinach
pumpkin-and-feta-muffins,2.0,14.8,chopped parsley or cilantro
pumpkin-and-feta-muffins,0.25,236.6,/ 4T. sunflower seeds kernels
pumpkin-and-feta-muffins,0.75,236.6,/ 1 oz / 30g freshly grated Parmesan
pumpkin-and-feta-muffins,100.0,1.0,/ 3.5 oz / 1/2 cup cubed feta
pumpkin-and-feta-muffins,1.0,14.8,whole-grain mustard
pumpkin-and-feta-muffins,2.0,-1.0,large eggs
pumpkin-and-feta-muffins,0.75,236.6,/ 180 ml milk
pumpkin-and-feta-muffins,2.0,236.6,flour (see headnote!)
pumpkin-and-feta-muffins,4.0,14.8,aluminum free baking powder
pumpkin-and-feta-muffins,1.0,14.8,fine-grain sea salt
great-vegan-ramen-recipe,2.0,14.8,Spicy Turmeric Oil
great-vegan-ramen-recipe,12.0,28.4,dried ramen noodles
great-vegan-ramen-recipe,4.0,236.6,cashew milk or almond milk
great-vegan-ramen-recipe,3.0,14.8,Miso Tare (recipe below)
great-vegan-ramen-recipe,2.0,-1.0,small cucumbers
great-vegan-ramen-recipe,0.0,-1.0,basket of halved cherry tomatoes (fresh or roasted)
great-vegan-ramen-recipe,0.5,-1.0,of a bunch of broccoli florets (toss into noodle water at the last minute)
great-vegan-ramen-recipe,1.5,236.6,of fresh corn
great-vegan-ramen-recipe,1.5,236.6,cubed tofu
great-vegan-ramen-recipe,0.0,-1.0,arugula
great-vegan-ramen-recipe,0.0,-1.0,torn fresh basil
great-vegan-ramen-recipe,0.0,-1.0,sliced scallions
great-vegan-ramen-recipe,0.0,-1.0,chopped peanuts
great-vegan-ramen-recipe,0.0,-1.0,sliced green beans (toss into noodle water at the last minute)
great-vegan-ramen-recipe,0.0,-1.0,shredded kale massaged with a bit of lemon juice and olive oil
great-vegan-ramen-recipe,0.0,-1.0,roasted brussels sprouts*
great-vegan-ramen-recipe,0.0,-1.0,roasted sweet potatoes*
great-vegan-ramen-recipe,0.0,-1.0,roasted onion*
great-vegan-ramen-recipe,0.0,-1.0,toasted hazelnuts
great-vegan-ramen-recipe,0.0,-1.0,toasted nori
great-vegan-ramen-recipe,0.0,-1.0,shaved radish
great-vegan-ramen-recipe,0.0,-1.0,shredded cabbage
great-vegan-ramen-recipe,0.0,-1.0,shredded kale massaged with a bit of lemon juice and toasted sesame oil
great-vegan-ramen-recipe,0.0,-1.0,roasted cauliflower
great-vegan-ramen-recipe,0.0,-1.0,asparagus
great-vegan-ramen-recipe,0.0,-1.0,peas
great-vegan-ramen-recipe,0.0,-1.0,fava beans
great-vegan-ramen-recipe,0.0,-1.0,toasted pine nuts or sliced almonds
great-vegan-ramen-recipe,1.0,236.6,white miso
great-vegan-ramen-recipe,1.0,14.8,crushed chile flakes
great-vegan-ramen-recipe,4.0,-1.0,scallions (or shallots)
great-vegan-ramen-recipe,3.0,-1.0,piece of ginger
great-vegan-ramen-recipe,4.0,-1.0,medium garlic cloves
great-vegan-ramen-recipe,2.0,14.8,mirin
great-vegan-ramen-recipe,1.0,14.8,spicy paste (for ex: fermented gochujang paste or a favorite curry paste)
great-vegan-ramen-recipe,2.0,-1.0,segment of ginger
great-vegan-ramen-recipe,1.0,14.8,turmeric powder
great-vegan-ramen-recipe,3.0,14.8,seeds (blend of sesame and hemp)
great-vegan-ramen-recipe,2.0,14.8,crushed red pepper flakes
great-vegan-ramen-recipe,2.0,14.8,hot paprika
great-vegan-ramen-recipe,2.0,14.8,toasted sesame oil
great-vegan-ramen-recipe,6.0,14.8,organic sunflower oil
great-vegan-ramen-recipe,2.0,14.8,sake
great-vegan-ramen-recipe,1.0,14.8,brown sugar
great-vegan-ramen-recipe,2.0,14.8,white or chickpea miso
pasta-with-etruscan-sauce,0.5,236.6,pitted Kalamata olives
pasta-with-etruscan-sauce,0.75,236.6,sun-dried tomatoes in olive oil
pasta-with-etruscan-sauce,1.5,236.6,/ 3 ounces grated pecorino cheese
pasta-with-etruscan-sauce,1.0,-1.0,large handful of parsley (leaves and stems)
pasta-with-etruscan-sauce,1.0,-1.0,hard-boiled egg
pasta-with-etruscan-sauce,0.6,236.6,extra-virgin olive oil
pasta-with-etruscan-sauce,2.0,-1.0,cloves of garlic
pasta-with-etruscan-sauce,0.5,14.8,red pepper flakes
pasta-with-etruscan-sauce,0.25,14.8,fine grain sea salt
pasta-with-etruscan-sauce,1.0,453.6,dried pasta
sesame-seeded-tofu-recipe,12.0,28.4,extra-firm tofu
sesame-seeded-tofu-recipe,2.0,14.8,soy sauce or coconut aminos
sesame-seeded-tofu-recipe,4.0,14.8,sesame seeds
sesame-seeded-tofu-recipe,0.5,14.8,extra virgin olive oil
last-minute-red-lasagna-recipe,28.0,28.4,can of crushed tomatoes
last-minute-red-lasagna-recipe,2.0,14.8,extra virgin olive oil
last-minute-red-lasagna-recipe,0.5,14.8,fine grain salt
last-minute-red-lasagna-recipe,2.0,-1.0,garlic
last-minute-red-lasagna-recipe,0.5,14.8,red pepper flakes
last-minute-red-lasagna-recipe,0.0,-1.0,lemon zest
last-minute-red-lasagna-recipe,12.0,28.4,fresh pasta sheets
last-minute-red-lasagna-recipe,9.0,28.4,dried whole wheat no-boil lasagna sheets
last-minute-red-lasagna-recipe,1.0,236.6,cooked red lentils or cannellini beans
last-minute-red-lasagna-recipe,4.0,28.4,mozzarella cheese
instant-pot-rice-porridge-recipe,1.0,236.6,brown jasmine rice
instant-pot-rice-porridge-recipe,0.5,236.6,white jasmine rice
instant-pot-rice-porridge-recipe,9.0,236.6,water or mushroom broth
instant-pot-rice-porridge-recipe,1.0,14.8,fine grain sea salt
instant-pot-rice-porridge-recipe,0.25,-1.0,pound+ chopped spinach
ultimate-vegan-nachos-recipe,6.0,-1.0,big handfuls of baked tortilla chips
ultimate-vegan-nachos-recipe,1.0,-1.0,can black beans
ultimate-vegan-nachos-recipe,1.0,236.6,sweet potato vegan nacho cheese
ultimate-vegan-nachos-recipe,1.0,-1.0,ripe avocado
ultimate-vegan-nachos-recipe,0.0,-1.0,roasted broccoli guacamole cilantro hemp seeds pickled serrano chiles*
ultimate-vegan-nachos-recipe,2.0,14.8,extra virgin olive oil
ultimate-vegan-nachos-recipe,1.0,-1.0,medium onion
ultimate-vegan-nachos-recipe,2.0,-1.0,garlic
ultimate-vegan-nachos-recipe,0.5,14.8,fine grain sea salt
ultimate-vegan-nachos-recipe,1.0,14.8,sweet paprika
ultimate-vegan-nachos-recipe,1.0,14.8,garlic powder
ultimate-vegan-nachos-recipe,1.0,-1.0,chipotle pepper in adobo sauce
ultimate-vegan-nachos-recipe,1.0,236.6,grated orange-fleshed sweet potato
ultimate-vegan-nachos-recipe,1.0,236.6,cashews
ultimate-vegan-nachos-recipe,1.0,236.6,water
ultimate-vegan-nachos-recipe,2.0,14.8,fresh lemon juice
sushi-bowl-recipe,2.0,-1.0,(4-inch) square sheets nori seaweed
sushi-bowl-recipe,6.0,28.4,extra-firm tofu
sushi-bowl-recipe,0.0,-1.0,grated zest and juice of one orange
sushi-bowl-recipe,0.0,-1.0,grated zest and juice of 1/2 lemon
sushi-bowl-recipe,2.0,14.8,(raw) brown sugar (reg. sugar is ok too)
sushi-bowl-recipe,2.0,14.8,shoyu sauce (or soy sauce)
sushi-bowl-recipe,2.0,14.8,(brown) rice vinegar
sushi-bowl-recipe,4.0,236.6,cooked brown rice
sushi-bowl-recipe,4.0,-1.0,green onions
sushi-bowl-recipe,1.0,-1.0,avocado
sushi-bowl-recipe,3.0,14.8,sesame seeds
chia-breakfast-bowl,3.0,14.8,chia seeds
chia-breakfast-bowl,0.6,236.6,almond-coconut milk (or other nut milk)
chia-breakfast-bowl,0.0,0.23,of good salt
chia-breakfast-bowl,0.0,-1.0,coconut nectar
black-bread-recipe,2.25,14.8,active dry yeast
black-bread-recipe,400.0,1.0,warm water (105 - 115F)
black-bread-recipe,1.0,14.8,natural cane sugar / brown sugar
black-bread-recipe,2.0,14.8,cocoa powder
black-bread-recipe,2.0,14.8,finely ground espresso beans
black-bread-recipe,0.25,-1.0,+ cup / 70 ml molasses
black-bread-recipe,3.0,14.8,unsalted butter
black-bread-recipe,2.0,14.8,fine grain sea salt
black-bread-recipe,0.0,-1.0,~2 cups / 150 g coarsely grated carrot (2 large)
black-bread-recipe,1.3,236.6,/ 150 g rye flour
black-bread-recipe,0.0,-1.0,~3 1/4 cup / 15 oz / 425 g bread flour (or unbleached all -purpose flour)
black-bread-recipe,0.0,-1.0,olive oil for kneading and oiling baking sheet
black-bread-recipe,2.0,14.8,buttermilk
best-simple-cauliflower-soup-recipe,2.0,14.8,extra virgin olive oil
best-simple-cauliflower-soup-recipe,1.0,-1.0,large yellow onion
best-simple-cauliflower-soup-recipe,3.0,-1.0,garlic
best-simple-cauliflower-soup-recipe,3.0,14.8,yellow curry paste
best-simple-cauliflower-soup-recipe,3.0,-1.0,small new potatoes
best-simple-cauliflower-soup-recipe,1.0,-1.0,large head of cauliflower florets
best-simple-cauliflower-soup-recipe,1.0,14.8,fine grain sea salt 
best-simple-cauliflower-soup-recipe,-0.5,236.6,cashew milk or coconut milk
best-simple-cauliflower-soup-recipe,1.0,-1.0,lime
