,Year,Month,State,Genus Species,Serotype or Genotype,Etiology Status,Location of Preparation,Illnesses,Hospitalizations,Deaths,Food Vehicle,Contaminated Ingredient,Class,Type,Group,Food,Allergy
211,2009.0,3.0,Michigan,,,,Restaurant - other or unknown type,7.0,0.0,0.0,,,,,,,
212,2009.0,5.0,California,,,,Restaurant - Sit-down dining,6.0,0.0,0.0,"pudding, unspecified",,,,,,
213,2009.0,6.0,Utah,,,,,15.0,,0.0,,,,,,,
214,2009.0,3.0,Utah,Campylobacter jejuni,,Confirmed,Private home/residence,10.0,0.0,0.0,"queso fresco, unpasteurized",milk,,,,,
215,2009.0,2.0,Colorado,Norovirus,,Suspected,Restaurant - Sit-down dining,6.0,0.0,0.0,"flauta, chicken; chile relleno, unspecified; lettuce",,,,,,
216,2009.0,7.0,Minnesota,Norovirus,,Confirmed,Other (describe in remarks),6.0,0.0,0.0,"deli meat, sliced turkey",,,,,,
217,2009.0,7.0,Minnesota,Norovirus,,Confirmed,Restaurant - Sit-down dining,5.0,0.0,0.0,salads,,,,,,
218,2009.0,6.0,Illinois,Hepatitis A,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",34.0,14.0,0.0,,,,,,,
219,2009.0,2.0,Colorado,,,,Restaurant - Sit-down dining,4.0,0.0,0.0,,,,,,,
220,2009.0,5.0,Colorado,Clostridium perfringens,,Suspected,Restaurant - Sit-down dining,5.0,0.0,0.0,ground beef,ground beef,,,,,
221,2009.0,3.0,North Carolina,Salmonella enterica,Hadar,Confirmed,Long-term care/nursing home/assisted living facility,10.0,0.0,0.0,,,,,,,
222,2009.0,5.0,California,Salmonella enterica,Infantis,Confirmed,Caterer (food prepared off-site from where served),7.0,0.0,0.0,"vegetable dip, unspecified",,,,,,
223,2009.0,1.0,Colorado,Norovirus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",10.0,1.0,0.0,"pizza, vegetable",mushrooms,,,,,
224,2009.0,1.0,Colorado,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2.0,0.0,0.0,"sandwich, roast beef",,,,,,
225,2009.0,1.0,Colorado,Norovirus,,Suspected,Caterer (food prepared off-site from where served),9.0,0.0,0.0,"sandwich, turkey",,,,,,
226,2009.0,7.0,Massachusetts,Salmonella enterica,Javiana,Confirmed,,7.0,1.0,0.0,,,,,,,
227,2009.0,5.0,Indiana,Salmonella enterica,Typhimurium,Confirmed,,7.0,1.0,0.0,,,,,,,
228,2009.0,6.0,Indiana,,,,Prison/jail,107.0,0.0,0.0,stew/chili/chowder,,,,,,
229,2009.0,7.0,Tennessee,Salmonella enterica; Salmonella enterica,Heidelberg; Infantis,Confirmed; Confirmed,Restaurant - Sit-down dining; Caterer (food prepared off-site from where served),53.0,7.0,0.0,"pork, bbq",,,,,,
230,2009.0,6.0,Colorado,Norovirus,,Suspected,Restaurant - Sit-down dining,32.0,0.0,0.0,"sandwich, turkey",lettuce; turkey,,,,,
231,2009.0,6.0,Kansas,,,,Restaurant - Sit-down dining,2.0,0.0,0.0,,,,,,,
232,2009.0,6.0,Kansas,Norovirus unknown,,Confirmed,Restaurant - Sit-down dining,13.0,0.0,0.0,,,,,,,
233,2009.0,6.0,Nevada,Norovirus unknown,,Confirmed,Banquet Facility (food prepared and served on-site),44.0,0.0,0.0,,,,,,,
234,2009.0,4.0,New Hampshire,Salmonella enterica,Enteritidis,Confirmed,Other (describe in remarks),45.0,1.0,0.0,salads,egg,,,,,
235,2009.0,4.0,New Hampshire,Salmonella enterica,Enteritidis,Confirmed,Camp,133.0,5.0,0.0,"pudding, unspecified",,,,,,
236,2009.0,5.0,Hawaii,Ciguatoxin,,Confirmed,,6.0,0.0,0.0,,,,,,,
237,2009.0,7.0,Kansas,,,,Private home/residence,4.0,0.0,0.0,"refried beans, unspecified",,,,,,
238,2009.0,7.0,Nevada,Norovirus unknown,,Confirmed,Restaurant - Sit-down dining,7.0,0.0,0.0,"sandwich, club; french fries",,,,,,
239,2009.0,6.0,North Dakota,Salmonella enterica,Montevideo,Confirmed,Private home/residence; Banquet Facility (food prepared and served on-site),55.0,8.0,0.0,,,,,,,
240,2009.0,6.0,North Dakota,Salmonella enterica,Montevideo,Confirmed,Private home/residence; Banquet Facility (food prepared and served on-site),36.0,2.0,0.0,taco meat,beef,,,,,
241,2009.0,6.0,North Dakota,Salmonella enterica,Montevideo,Confirmed,Private home/residence; Banquet Facility (food prepared and served on-site),88.0,0.0,0.0,roast beef,beef,,,,,
242,2009.0,6.0,Maine,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,6.0,1.0,0.0,,,,,,,
243,2009.0,7.0,New York,,,,Camp,24.0,0.0,0.0,"turkey and gravy; turkey loaf; potato, mashed",,,,,,
244,2009.0,6.0,Connecticut,Cyclospora cayatenensis,,Confirmed,Private home/residence,8.0,0.0,0.0,blackberries; raspberries,,,,,,
245,2009.0,3.0,Oregon,Salmonella enterica,Heidelberg,Confirmed,Restaurant - Sit-down dining; Private home/residence,26.0,8.0,0.0,chicken,chicken,,,,,
246,2009.0,5.0,Oregon,Salmonella enterica,Muenchen,Confirmed,Restaurant - Sit-down dining,3.0,0.0,0.0,,,,,,,
247,2009.0,7.0,Oregon,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining; Other (describe in remarks),31.0,1.0,0.0,mixed green salad,,,,,,
248,2009.0,7.0,Oregon,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,17.0,0.0,0.0,,,,,,,
249,2009.0,7.0,Oregon,Norovirus Genogroup II,,Confirmed,Caterer (food prepared off-site from where served),18.0,0.0,0.0,rolls; watermelon; cheese/roll,"bread; cheese, unspecified",,,,,
250,2009.0,8.0,Oregon,Clostridium perfringens,,Suspected,Caterer (food prepared off-site from where served),21.0,0.0,0.0,chicken burrito,,,,,,
251,2009.0,5.0,New York,,,,Restaurant - Sit-down dining,18.0,2.0,0.0,"zucchini, marinated; zucchini, fried; bruschetta; tomatoes with mozzerella; proscuitto with melon; peppers, red, roasted",,,,,,
252,2009.0,2.0,New York,Norovirus,,Confirmed,Restaurant - Sit-down dining,13.0,1.0,0.0,,,,,,,
253,2009.0,7.0,New York,,,,Restaurant - Sit-down dining; Banquet Facility (food prepared and served on-site),23.0,2.0,0.0,"bread, unspecified; ice cream",,,,,,
254,2009.0,4.0,New York,Norovirus,,Confirmed,School/college/university,40.0,0.0,0.0,"deli meat, unspecified; cheese, pre-sliced",,,,,,
255,2009.0,8.0,Wisconsin,Norovirus Genogroup II,,Confirmed,Other (describe in remarks),24.0,0.0,0.0,,,,,,,
256,2009.0,6.0,Michigan,Clostridium perfringens,,Confirmed,Private home/residence,20.0,0.0,0.0,"pork, unspecified","pork, other",,,,,
257,2009.0,7.0,Ohio,,,,Caterer (food prepared off-site from where served),36.0,0.0,0.0,,,,,,,
258,2009.0,6.0,California,Norovirus Genogroup I,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",19.0,0.0,0.0,,,,,,,
259,2009.0,6.0,New Mexico,,,,,12.0,0.0,0.0,,,,,,,
260,2009.0,7.0,New Mexico,Salmonella enterica,Javiana,Confirmed,,48.0,2.0,0.0,,,,,,,
261,2009.0,7.0,Ohio,Salmonella enterica,Typhimurium,Confirmed,"Fair, festival, other temp or mobile services",2.0,1.0,0.0,chicken,,,,,,
262,2009.0,3.0,Michigan,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,4.0,1.0,0.0,"lamb; beef, unspecified",,,,,,
263,2009.0,8.0,Illinois,,,,Restaurant - Sit-down dining,10.0,0.0,0.0,crispy chicken salad; grilled chicken salad; chicken salad,tomato; tomato; chicken; melon; tomato,,,,,
264,2009.0,7.0,South Carolina,Clostridium perfringens,,Confirmed,Banquet Facility (food prepared and served on-site),50.0,0.0,0.0,"pork, bbq",,,,,,
265,2009.0,7.0,New York,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,2.0,0.0,0.0,"ground beef, hamburger",ground beef,,,,,
266,2009.0,7.0,New York,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,2.0,2.0,0.0,"ground beef, hamburger",ground beef,,,,,
267,2009.0,7.0,New York,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,3.0,1.0,0.0,"ground beef, hamburger",ground beef,,,,,
268,2009.0,3.0,Kansas,Norovirus unknown,,Confirmed,,5.0,0.0,0.0,,,,,,,
269,2009.0,2.0,Kansas,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,3.0,0.0,0.0,,,,,,,
270,2009.0,5.0,Kansas,,,,Restaurant - Sit-down dining,6.0,0.0,0.0,,,,,,,
271,2009.0,4.0,Minnesota,Salmonella enterica,Cubana,Confirmed,Other (describe in remarks),2.0,0.0,0.0,"sprouts, unspecified",,,,,,
272,2009.0,7.0,Georgia,Norovirus Genogroup II,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4.0,0.0,0.0,,,,,,,
273,2009.0,8.0,New York,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,12.0,2.0,0.0,"sandwich, corned beef",,,,,,
274,2009.0,5.0,Pennsylvania,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,2.0,0.0,0.0,,,,,,,
275,2009.0,7.0,Georgia,Campylobacter jejuni,,Confirmed,Caterer (food prepared off-site from where served),11.0,0.0,0.0,potato salad,,,,,,
276,2009.0,8.0,Ohio,,,,,2.0,0.0,0.0,,,,,,,
277,2009.0,7.0,New Hampshire,Norovirus Genogroup II,,Suspected,Camp,31.0,1.0,0.0,carrots,carrots,,,,,
278,2009.0,6.0,Maryland,,,,Restaurant - Sit-down dining,3.0,0.0,0.0,,,,,,,
279,2009.0,1.0,Georgia,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,46.0,1.0,0.0,,,,,,,
280,2009.0,3.0,California,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",6.0,0.0,0.0,,,,,,,
281,2009.0,1.0,Idaho,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",9.0,0.0,0.0,"refried beans, unspecified",,,,,,
282,2009.0,8.0,Minnesota,Ciguatoxin,,Confirmed,Restaurant - Sit-down dining,3.0,0.0,0.0,"fish, baracuda",,,,,,
283,2009.0,8.0,Minnesota,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,6.0,1.0,0.0,beef,,,,,,
284,2009.0,8.0,Minnesota,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3.0,1.0,0.0,"beef, unspecified",,,,,,
285,2009.0,8.0,New York,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Camp,2.0,1.0,0.0,beef,beef,,,,,
286,2009.0,7.0,Massachusetts,Salmonella enterica,Newport,Confirmed,Restaurant - Sit-down dining,6.0,2.0,0.0,,,,,,,
287,2009.0,8.0,Wisconsin,Campylobacter jejuni,,Confirmed,,52.0,1.0,0.0,"milk, whole milk unpasteurized",,,,,,
288,2009.0,8.0,Illinois,Shigella sonnei,,Confirmed,Restaurant - Sit-down dining,14.0,3.0,0.0,,,,,,,
289,2009.0,8.0,Illinois,,,,Restaurant - Sit-down dining,9.0,0.0,0.0,,,,,,,
290,2009.0,7.0,Tennessee,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,10.0,3.0,0.0,,,,,,,
291,2009.0,2.0,Hawaii,Norovirus Genogroup II,,Confirmed,,21.0,0.0,0.0,,,,,,,
292,2009.0,7.0,Maryland,,,,Restaurant - Sit-down dining,26.0,0.0,0.0,,,,,,,
293,2009.0,5.0,Maryland,,,,Restaurant - Sit-down dining,6.0,0.0,0.0,seafood pasta,mussels,,,,,
294,2009.0,6.0,Arizona,,,,,40.0,0.0,0.0,,,,,,,
295,2009.0,8.0,Hawaii,Ciguatoxin,,Confirmed,,2.0,1.0,0.0,,,,,,,
296,2009.0,9.0,Illinois,Scombroid toxin,,Confirmed,Office/indoor workplace,3.0,0.0,0.0,"fish, mahi mahi","fish, mahi mahi",,,,,
297,2009.0,5.0,Washington,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,5.0,2.0,0.0,,,,,,,
298,2009.0,6.0,Florida,Clostridium perfringens,,Suspected,Restaurant - Sit-down dining,4.0,0.0,0.0,"sausage, pork",,,,,,
299,2009.0,1.0,Massachusetts,,,,Banquet Facility (food prepared and served on-site),91.0,0.0,0.0,,,,,,,
300,2009.0,7.0,Michigan,Salmonella enterica,Newport,Confirmed,,4.0,2.0,1.0,,,,,,,
301,2009.0,8.0,Michigan,Salmonella enterica,Miami,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",9.0,3.0,0.0,"salad, unspecified",,,,,,
302,2009.0,5.0,Michigan,Salmonella enterica,Saintpaul,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",21.0,7.0,0.0,tomatoes,,,,,,
303,2009.0,8.0,Minnesota,Norovirus,,Confirmed,Restaurant - Sit-down dining,2.0,0.0,0.0,,,,,,,
304,2009.0,3.0,Arizona,,,,,2.0,0.0,0.0,,,,,,,
305,2009.0,3.0,Arizona,,,,,2.0,0.0,0.0,,,,,,,
306,2009.0,3.0,Arizona,Norovirus Genogroup II,,Confirmed,,9.0,0.0,0.0,,,,,,,
307,2009.0,9.0,Minnesota,Clostridium perfringens,,Suspected,Restaurant - Sit-down dining,3.0,0.0,0.0,,,,,,,
308,2009.0,1.0,Illinois,Norovirus Genogroup II,,Confirmed,Other (describe in remarks),303.0,0.0,0.0,,,,,,,
309,2009.0,4.0,Arizona,,,,,8.0,0.0,0.0,,,,,,,
310,2009.0,7.0,Oregon,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type; Other (describe in remarks),12.0,0.0,0.0,,,,,,,
311,2009.0,7.0,Oregon,Salmonella enterica,Enteritidis,Confirmed,Camp,59.0,0.0,0.0,scrambled eggs,egg,,,,,
312,2009.0,7.0,Oregon,Norovirus Genogroup II,,Confirmed,Restaurant - other or unknown type; Private home/residence; Grocery store,8.0,0.0,0.0,,,,,,,
313,2009.0,5.0,Florida,Shigella sonnei,,Confirmed,Other (describe in remarks),13.0,0.0,0.0,,,,,,,
314,2009.0,9.0,Ohio,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,6.0,0.0,0.0,,,,,,,
315,2009.0,7.0,Virginia,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,19.0,2.0,0.0,lasagna,egg,,,,,
316,2009.0,1.0,California,Norovirus unknown,,Suspected,Restaurant - other or unknown type,5.0,0.0,0.0,"tacos; garlic, unspecified",,,,,,
317,2009.0,3.0,California,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,10.0,0.0,0.0,,,,,,,
318,2009.0,1.0,Virginia,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,11.0,1.0,0.0,"rice, fried rice; rice, fried rice",,,,,,
319,2009.0,9.0,Illinois,Salmonella enterica,Infantis,Confirmed,Restaurant - other or unknown type; Grocery store,17.0,6.0,0.0,barbacoa,,,,,,
320,2009.0,4.0,Arizona,Norovirus Genogroup II,,Confirmed,,9.0,0.0,0.0,,,,,,,
321,2009.0,4.0,Arizona,,,,,7.0,0.0,0.0,,,,,,,
322,2009.0,5.0,Arizona,Norovirus Genogroup II,,Confirmed,,23.0,0.0,0.0,,,,,,,
323,2009.0,5.0,Arizona,,,,,8.0,0.0,0.0,,,,,,,
324,2009.0,9.0,Louisiana,Salmonella enterica,Newport,Confirmed,,200.0,4.0,0.0,,,,,,,
325,2009.0,6.0,Washington,Scombroid toxin,,Confirmed,Private home/residence,3.0,0.0,0.0,"salmon, salted",,,,,,
326,2009.0,9.0,Washington,,,,Restaurant - other or unknown type,5.0,0.0,0.0,"pizza, meat and vegetable",,,,,,
327,2009.0,8.0,Wisconsin,Norovirus Genogroup I,,Confirmed,Private home/residence,12.0,0.0,0.0,,,,,,,
328,2009.0,9.0,Connecticut,Salmonella enterica; Salmonella enterica,Schwarzengrund; Typhimurium var Cope,Confirmed; Confirmed,Restaurant - other or unknown type,9.0,0.0,0.0,potato salad,,,,,,
329,2009.0,8.0,Kansas,Pesticides,,Confirmed,Restaurant - Sit-down dining,39.0,1.0,0.0,salsa,,,,,,
330,2009.0,9.0,Kansas,,,,Restaurant - Sit-down dining,3.0,0.0,0.0,,,,,,,
331,2009.0,8.0,Kansas,,,,Restaurant - Sit-down dining,4.0,0.0,0.0,,,,,,,
332,2009.0,8.0,Kansas,Salmonella enterica,Newport,Confirmed,Restaurant - Sit-down dining,33.0,7.0,0.0,,,,,,,
333,2009.0,6.0,Kansas,Staphylococcus aureus,,Confirmed,Restaurant - Sit-down dining,17.0,0.0,0.0,cannelloni; chicken,chicken,,,,,
334,2009.0,6.0,Kansas,,,,Restaurant - Sit-down dining,3.0,0.0,0.0,,,,,,,
335,2009.0,1.0,Kansas,,,,Restaurant - Sit-down dining,4.0,1.0,0.0,,,,,,,
336,2009.0,5.0,Kansas,Norovirus unknown,,Confirmed,Restaurant - Sit-down dining,6.0,0.0,0.0,,,,,,,
337,2009.0,1.0,Ohio,Clostridium perfringens,,Confirmed,Private home/residence,8.0,,0.0,taco meat,,,,,,
338,2009.0,3.0,Ohio,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,2.0,,0.0,,,,,,,
339,2009.0,5.0,Ohio,,,,Restaurant - Sit-down dining,3.0,,0.0,,,,,,,
340,2009.0,3.0,Ohio,,,,Unknown,2.0,,0.0,,,,,,,
341,2009.0,3.0,Ohio,,,,,10.0,,0.0,,,,,,,
342,2009.0,7.0,Ohio,,,,Caterer (food prepared off-site from where served),6.0,0.0,0.0,,,,,,,
343,2009.0,8.0,Ohio,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,11.0,4.0,0.0,"ice cream, homemade",,,,,,
344,2009.0,8.0,Ohio,Salmonella enterica,Heidelberg,Suspected,Unknown,2.0,0.0,0.0,,,,,,,
345,2009.0,5.0,Arizona,,,,,5.0,1.0,0.0,,,,,,,
346,2009.0,8.0,Michigan,Salmonella enterica,Typhimurium,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",14.0,2.0,0.0,alfalfa sprouts,,,,,,
347,2009.0,9.0,Maryland,Clostridium perfringens,,Confirmed,Caterer (food prepared off-site from where served),54.0,0.0,0.0,"stew/chili, other",,,,,,
348,2009.0,9.0,Wisconsin,Norovirus Genogroup I,,Confirmed,,27.0,0.0,0.0,,,,,,,
349,2009.0,5.0,California,,,,,7.0,0.0,0.0,,,,,,,
350,2009.0,9.0,Illinois,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,4.0,2.0,0.0,guacamole,,,,,,
351,2009.0,10.0,Wisconsin,,,,Private home/residence,16.0,0.0,0.0,,,,,,,
352,2009.0,9.0,Illinois,Salmonella enterica,Enteritidis,Confirmed,Unknown,15.0,1.0,0.0,"pork, roasted",,,,,,
353,2009.0,9.0,Pennsylvania,Norovirus,,Suspected,,9.0,1.0,0.0,,,,,,,
354,2009.0,5.0,West Virginia,Salmonella enterica,Enteritidis,Confirmed,,21.0,9.0,2.0,"sausage, pork",,,,,,
355,2009.0,6.0,Pennsylvania,Salmonella enterica,Typhimurium var Cope,Confirmed,,29.0,4.0,0.0,,,,,,,
356,2009.0,6.0,Pennsylvania,Campylobacter jejuni,,Confirmed,,2.0,0.0,0.0,,,,,,,
357,2009.0,8.0,Hawaii,Salmonella enterica,Hadar,Confirmed,,27.0,1.0,0.0,,,,,,,
358,2009.0,8.0,Hawaii,Salmonella enterica,Reading,Confirmed,,26.0,0.0,0.0,,,,,,,
359,2009.0,9.0,Massachusetts,,,,Restaurant - other or unknown type,8.0,0.0,0.0,"pork, other",,,,,,
360,2009.0,8.0,Maryland,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,27.0,6.0,0.0,potato salad,,,,,,
361,2009.0,9.0,Ohio,Norovirus Genogroup II,GII_12,Confirmed,Restaurant - other or unknown type,10.0,0.0,0.0,,,,,,,
362,2009.0,10.0,Illinois,Clostridium perfringens,,Suspected,Restaurant - Sit-down dining,19.0,,0.0,,,,,,,
363,2009.0,10.0,Michigan,Clostridium perfringens,,Confirmed,School/college/university; Prison/jail,67.0,0.0,0.0,"soup, beef-based",,,,,,
364,2009.0,6.0,Arizona,,,,,40.0,0.0,0.0,,,,,,,
365,2009.0,9.0,Tennessee,Salmonella enterica,Newport,Confirmed,Restaurant - Sit-down dining,13.0,6.0,0.0,lettuce; roast beef,,,,,,
366,2009.0,6.0,Tennessee,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,5.0,0.0,0.0,lasagna,,,,,,
367,2009.0,9.0,Illinois,,,,Caterer (food prepared off-site from where served),9.0,0.0,0.0,,,,,,,
368,2009.0,10.0,Minnesota,Norovirus,,Confirmed,Restaurant - other or unknown type,27.0,0.0,0.0,"sandwich, unspecified",,,,,,
369,2009.0,8.0,New York,Salmonella enterica,Kiambu,Confirmed,Unknown,10.0,6.0,0.0,,,,,,,
370,2009.0,10.0,New York,Norovirus,,Suspected,,13.0,0.0,0.0,fruit salad,,,,,,
371,2009.0,10.0,Missouri,,,,Religious facility,30.0,0.0,0.0,"turkey, roasted",,,,,,
372,2009.0,9.0,Florida,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",10.0,0.0,0.0,"pizza, cheese",,,,,,
373,2009.0,10.0,New York,Norovirus,,Confirmed,Restaurant - Sit-down dining; Banquet Facility (food prepared and served on-site),23.0,0.0,0.0,"chicken, francaise; cocktails",,,,,,
374,2009.0,3.0,California,Norovirus Genogroup II,,Suspected,Restaurant - other or unknown type,9.0,0.0,0.0,tomatoes; salads,tomato; tomato,,,,,
375,2009.0,8.0,California,,,,Restaurant - Sit-down dining,14.0,0.0,0.0,,,,,,,
376,2009.0,7.0,California,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2.0,0.0,0.0,,,,,,,
377,2009.0,6.0,California,Norovirus unknown,,Suspected,,2.0,1.0,0.0,,,,,,,
378,2009.0,6.0,Oregon,Salmonella enterica,Heidelberg,Confirmed,Private home/residence,2.0,0.0,0.0,,,,,,,
379,2009.0,10.0,Illinois,Salmonella enterica,Ohio,Confirmed,,7.0,1.0,0.0,,,,,,,
380,2009.0,11.0,Minnesota,Norovirus,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",5.0,0.0,0.0,,,,,,,
381,2009.0,6.0,Arizona,,,,,3.0,0.0,0.0,,,,,,,
382,2009.0,10.0,South Carolina,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4.0,0.0,0.0,,,,,,,
383,2009.0,9.0,Colorado,,,,Restaurant - Sit-down dining,2.0,0.0,0.0,,,,,,,
384,2009.0,8.0,Colorado,,,,Restaurant - Sit-down dining; Private home/residence,15.0,0.0,0.0,,,,,,,
385,2009.0,8.0,Colorado,Staphylococcus aureus,,Suspected,Restaurant - Sit-down dining,5.0,0.0,0.0,,,,,,,
386,2009.0,8.0,Colorado,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",6.0,0.0,0.0,,,,,,,
387,2009.0,5.0,Colorado,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,3.0,2.0,0.0,,,,,,,
388,2009.0,8.0,Colorado,Rotavirus,,Suspected,Caterer (food prepared off-site from where served); School/college/university,28.0,1.0,0.0,,,,,,,
389,2009.0,6.0,Wisconsin,Clostridium perfringens,,Confirmed,Restaurant - Sit-down dining,7.0,0.0,0.0,"soup, french onion",,,,,,
390,2009.0,11.0,Ohio,,,,Private home/residence; Religious facility,105.0,0.0,0.0,turkey; gravy,,,,,,
391,2009.0,6.0,California,,,,Restaurant - Sit-down dining,2.0,0.0,0.0,,,,,,,
392,2009.0,2.0,California,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,7.0,1.0,0.0,,,,,,,
393,2009.0,2.0,California,Norovirus unknown,,Suspected,Restaurant - other or unknown type,20.0,0.0,0.0,,,,,,,
394,2009.0,8.0,California,Salmonella enterica,Heidelberg,Confirmed,Other (describe in remarks),16.0,0.0,0.0,"salmon, unspecified",,,,,,
395,2009.0,11.0,Ohio,Norovirus Genogroup II,GII_12,Confirmed,,9.0,1.0,0.0,,,,,,,
396,2009.0,6.0,California,,,,Restaurant - Sit-down dining,2.0,0.0,0.0,,,,,,,
397,2009.0,9.0,California,,,,Restaurant - Sit-down dining,15.0,0.0,0.0,green salad; ranch dressing,lettuce; sour cream,,,,,
398,2009.0,9.0,Florida,,,,Restaurant - Sit-down dining,3.0,0.0,0.0,,,,,,,
399,2009.0,3.0,Colorado,Campylobacter jejuni,,Confirmed,Other (describe in remarks),81.0,1.0,0.0,"milk, whole milk unpasteurized","milk, whole milk unpasteurized",,,,,
400,2009.0,1.0,Colorado,Norovirus Genogroup II,,Suspected,Banquet Facility (food prepared and served on-site),40.0,0.0,0.0,,,,,,,
401,2009.0,7.0,Colorado,,,,Restaurant - Sit-down dining,2.0,0.0,0.0,"ground beef, gravy, toast, egg dish",,,,,,
402,2009.0,7.0,Colorado,Norovirus,,Suspected,Camp,45.0,0.0,0.0,,,,,,,
403,2009.0,10.0,Maine,Norovirus Genogroup I,,Confirmed,,44.0,,0.0,,,,,,,
404,2009.0,11.0,Illinois,Clostridium perfringens,,Confirmed,,8.0,0.0,0.0,,,,,,,
405,2009.0,11.0,Ohio,,,,Restaurant - Sit-down dining,3.0,0.0,0.0,,,,,,,
406,2009.0,2.0,Texas,,,,Restaurant - Sit-down dining,11.0,1.0,0.0,,,,,,,
407,2009.0,3.0,Texas,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,3.0,1.0,0.0,,,,,,,
408,2009.0,11.0,Minnesota,Norovirus,,Confirmed,Restaurant - Sit-down dining,4.0,0.0,0.0,,,,,,,
409,2009.0,7.0,Texas,"Escherichia coli, Enterotoxigenic",unknown,Confirmed,Restaurant - Sit-down dining,58.0,0.0,0.0,guacamole,,,,,,
410,2009.0,10.0,Arkansas,,,,Prison/jail,160.0,0.0,0.0,,,,,,,
411,2009.0,5.0,Oregon,Norovirus Genogroup II,,Confirmed,School/college/university,51.0,1.0,0.0,,,,,,,
412,2009.0,8.0,Pennsylvania,Salmonella enterica,Typhimurium,Confirmed,Private home/residence,5.0,3.0,0.0,beef,,,,,,
413,2009.0,9.0,Pennsylvania,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,12.0,0.0,0.0,hollandaise sauce,egg,,,,,
